,person_id,age,sex,household_id,workplace_id,district_id,economic_status,school_goers
433371,433371,4,Male,106298000.0,none,58,inactive,0
604067,604067,27,Female,149577000.0,2_student_679,2,student,0
369105,369105,14,Male,91240000.0,49_student_18,49,student,1
268270,268270,26,Female,66890000.0,29_student_12,29,student,0
102479,102479,2,Female,25593000.0,none,9,inactive,0
334579,334579,9,Male,82910000.0,none,43,inactive,0
162595,162595,59,Female,40510000.0,16_student_28,16,student,0
258497,258497,40,Male,64557000.0,27_subsistence_ag_411,27,subsistence_ag,0
13952,13952,37,Male,3809000.0,1_informal_petty_trade_61,1,informal_petty_trade,0
224239,224239,44,Male,56195000.0,23_other_3,23,other,0
64578,64578,19,Male,16204000.0,none,5,unemployed_not_ag,0
147321,147321,6,Male,36870000.0,none,14,inactive,0
261061,261061,26,Male,65118000.0,27_student_20,27,student,0
24834,24834,8,Female,6662000.0,none,1,inactive,0
175196,175196,27,Female,43605000.0,17_healthcare_social_work_1,17,healthcare_social_work,0
421957,421957,11,Male,103725000.0,57_student_54,57,student,1
282738,282738,0,Female,70280000.0,none,31,inactive,0
422566,422566,45,Female,103866000.0,57_subsistence_ag_106,57,subsistence_ag,0
490219,490219,13,Male,120416000.0,35_student_23,35,student,1
118817,118817,10,Female,29882000.0,10_student_14,10,student,1
444952,444952,27,Female,109214000.0,56_office_worker_3,56,office_worker,0
484,484,41,Male,164000.0,1_education_7,1,education,0
57040,57040,5,Female,14533000.0,none,5,inactive,0
150494,150494,29,Female,37612000.0,14_subsistence_ag_216,14,subsistence_ag,0
445286,445286,44,Male,109302000.0,56_student_75,56,student,0
636173,636173,19,Female,157966000.0,2_student_89,2,student,0
603797,603797,34,Male,149506000.0,2_service_retail_93,2,service_retail,0
510350,510350,22,Female,125342000.0,37_subsistence_ag_45,37,subsistence_ag,0
222278,222278,6,Female,55700000.0,none,23,inactive,0
238781,238781,42,Male,59880000.0,26_subsistence_ag_78,26,subsistence_ag,0
618268,618268,3,Female,153189000.0,none,2,inactive,0
585350,585350,11,Female,144753000.0,2_student_139,2,student,1
511226,511226,5,Male,125541000.0,none,37,inactive,0
556373,556373,15,Female,137190000.0,2_student_213,2,student,1
300826,300826,7,Male,74718000.0,none,28,inactive,0
415485,415485,12,Female,102189000.0,56_student_67,56,student,1
312016,312016,21,Female,77675000.0,27_student_124,27,student,0
202285,202285,20,Female,50633000.0,20_subsistence_ag_176,20,subsistence_ag,0
354212,354212,13,Male,87720000.0,47_student_14,47,student,1
106827,106827,59,Female,26789000.0,7_student_52,7,student,0
288438,288438,2,Male,71667000.0,none,31,inactive,0
289005,289005,11,Female,71806000.0,31_student_89,31,student,1
369121,369121,12,Male,91243000.0,49_student_21,49,student,1
32876,32876,17,Male,8668000.0,3_student_56,3,student,1
507782,507782,5,Female,124735000.0,none,36,inactive,0
285440,285440,32,Female,70954000.0,31_subsistence_ag_326,31,subsistence_ag,0
443951,443951,18,Male,108947000.0,56_student_27,56,student,1
582669,582669,37,Male,144070000.0,2_informal_petty_trade_398,2,informal_petty_trade,0
508791,508791,49,Female,124995000.0,36_student_61,36,student,0
180794,180794,18,Female,45055000.0,18_student_12,18,student,1
466611,466611,9,Female,114767000.0,none,32,inactive,0
471110,471110,22,Female,115782000.0,33_student_89,33,student,0
650737,650737,39,Male,160675000.0,28_informal_petty_trade_15,28,informal_petty_trade,0
503304,503304,52,Female,123701000.0,36_subsistence_ag_63,36,subsistence_ag,0
499387,499387,26,Male,122755000.0,36_ag_estates_5,36,ag_estates,0
72055,72055,0,Male,18038000.0,none,6,inactive,0
118308,118308,39,Female,29754000.0,10_student_60,10,student,0
193354,193354,0,Female,48340000.0,none,19,inactive,0
406621,406621,14,Male,100119000.0,55_student_15,55,student,1
447855,447855,41,Female,109960000.0,56_informal_petty_trade_15,56,informal_petty_trade,0
609230,609230,0,Male,150874000.0,none,2,inactive,0
349610,349610,13,Male,86608000.0,46_student_7,46,student,1
25989,25989,44,Female,6947000.0,1_informal_petty_trade_41,1,informal_petty_trade,0
44525,44525,23,Male,11419000.0,4_ag_estates_3,4,ag_estates,0
328017,328017,10,Male,81497000.0,42_student_20,42,student,1
113618,113618,21,Female,28513000.0,7_student_88,7,student,0
584498,584498,13,Female,144542000.0,2_student_645,2,student,1
303852,303852,36,Male,75521000.0,26_healthcare_social_work_10,26,healthcare_social_work,0
413121,413121,61,Female,101591000.0,56_subsistence_ag_13,56,subsistence_ag,0
619449,619449,34,Male,153497000.0,none,2,unemployed_not_ag,0
337490,337490,4,Male,83562000.0,none,44,inactive,0
355980,355980,27,Male,88113000.0,47_service_retail_2,47,service_retail,0
176524,176524,7,Male,43950000.0,none,17,inactive,0
351951,351951,12,Male,87176000.0,47_student_23,47,student,1
251342,251342,48,Male,62904000.0,27_subsistence_ag_756,27,subsistence_ag,0
583015,583015,22,Female,144153000.0,2_service_retail_86,2,service_retail,0
217560,217560,26,Female,54502000.0,22_subsistence_ag_188,22,subsistence_ag,0
427162,427162,36,Female,104916000.0,58_subsistence_ag_319,58,subsistence_ag,0
609313,609313,0,Female,150899000.0,none,2,inactive,0
242464,242464,22,Male,60819000.0,26_ag_estates_33,26,ag_estates,0
155430,155430,16,Male,38756000.0,14_student_66,14,student,1
27319,27319,46,Female,7266000.0,1_informal_petty_trade_17,1,informal_petty_trade,0
361452,361452,17,Male,89385000.0,48_student_18,48,student,1
434787,434787,19,Male,106639000.0,59_student_4,59,student,1
345999,345999,16,Male,85675000.0,41_student_37,41,student,1
507089,507089,48,Female,124574000.0,36_subsistence_ag_297,36,subsistence_ag,0
306368,306368,11,Male,76175000.0,29_student_1,29,student,1
306866,306866,49,Male,76317000.0,29_student_1,29,student,0
213251,213251,25,Male,53384000.0,21_healthcare_social_work_2,21,healthcare_social_work,0
426189,426189,45,Female,104689000.0,58_subsistence_ag_163,58,subsistence_ag,0
227478,227478,3,Female,57026000.0,none,24,inactive,0
567936,567936,3,Female,140260000.0,none,2,inactive,0
488016,488016,8,Male,119883000.0,none,34,inactive,0
369626,369626,22,Male,91359000.0,49_other_1,49,other,0
502824,502824,11,Male,123593000.0,36_student_84,36,student,1
270316,270316,5,Male,67365000.0,none,30,inactive,0
117773,117773,1,Male,29615000.0,none,10,inactive,0
312459,312459,27,Male,77791000.0,39_subsistence_ag_139,39,subsistence_ag,0
368383,368383,20,Female,91088000.0,49_informal_petty_trade_14,49,informal_petty_trade,0
612280,612280,40,Female,151681000.0,2_service_retail_176,2,service_retail,0
302213,302213,41,Male,75101000.0,28_service_retail_6,28,service_retail,0
506207,506207,24,Female,124372000.0,36_student_111,36,student,0
217650,217650,13,Male,54526000.0,22_student_21,22,student,1
5772,5772,55,Male,1644000.0,1_office_worker_18,1,office_worker,0
350245,350245,65,Female,86763000.0,46_subsistence_ag_128,46,subsistence_ag,0
351962,351962,11,Male,87178000.0,47_student_24,47,student,1
365632,365632,38,Female,90436000.0,49_informal_petty_trade_21,49,informal_petty_trade,0
235961,235961,40,Female,59189000.0,none,18,unemployed_not_ag,0
567397,567397,21,Female,140126000.0,none,2,unemployed_not_ag,0
3728,3728,67,Female,1068000.0,1_student_132,1,student,0
50116,50116,7,Female,12840000.0,none,4,inactive,0
504571,504571,11,Female,123992000.0,36_student_42,36,student,1
566795,566795,4,Female,139972000.0,none,2,inactive,0
250294,250294,18,Female,62666000.0,27_subsistence_ag_157,27,subsistence_ag,0
271088,271088,22,Male,67538000.0,30_ag_estates_3,30,ag_estates,0
129344,129344,28,Female,32385000.0,12_subsistence_ag_195,12,subsistence_ag,0
216133,216133,53,Female,54135000.0,22_healthcare_social_work_6,22,healthcare_social_work,0
9936,9936,25,Female,2749000.0,none,1,unemployed_not_ag,0
372592,372592,16,Male,92046000.0,51_student_5,51,student,1
578091,578091,0,Male,142893000.0,none,2,inactive,0
338364,338364,8,Male,83757000.0,none,44,inactive,0
520080,520080,18,Female,127518000.0,38_other_1,38,other,0
418907,418907,8,Female,103026000.0,none,57,inactive,0
498944,498944,67,Male,122641000.0,36_subsistence_ag_3,36,subsistence_ag,0
479154,479154,10,Female,117785000.0,33_student_36,33,student,1
468770,468770,9,Male,115271000.0,none,33,inactive,0
17738,17738,15,Female,4802000.0,1_student_78,1,student,1
307117,307117,38,Female,76379000.0,29_service_retail_2,29,service_retail,0
82627,82627,21,Female,20577000.0,7_student_110,7,student,0
221221,221221,2,Female,55451000.0,none,22,inactive,0
433399,433399,46,Male,106305000.0,58_manu_mining_trades_18,58,manu_mining_trades,0
347133,347133,1,Male,85984000.0,none,41,inactive,0
380442,380442,23,Female,94095000.0,46_healthcare_social_work_5,46,healthcare_social_work,0
222042,222042,8,Male,55645000.0,none,23,inactive,0
535530,535530,38,Female,131450000.0,2_informal_petty_trade_420,2,informal_petty_trade,0
246095,246095,26,Male,61697000.0,none,27,unemployed_not_ag,0
174860,174860,47,Male,43507000.0,17_subsistence_ag_127,17,subsistence_ag,0
182532,182532,26,Female,45490000.0,18_student_15,18,student,0
525951,525951,10,Female,128861000.0,38_student_7,38,student,1
507766,507766,32,Female,124730000.0,36_student_32,36,student,0
296632,296632,9,Male,73635000.0,none,30,inactive,0
167856,167856,20,Female,41749000.0,12_ag_estates_6,12,ag_estates,0
384157,384157,5,Male,95111000.0,none,53,inactive,0
578649,578649,18,Female,143035000.0,2_student_581,2,student,1
35219,35219,12,Male,9241000.0,3_student_73,3,student,1
596285,596285,5,Female,147595000.0,none,2,inactive,0
549234,549234,2,Female,135386000.0,none,2,inactive,0
432447,432447,20,Male,106104000.0,none,58,unemployed_not_ag,0
649847,649847,32,Male,160661000.0,21_manu_mining_trades_9,21,manu_mining_trades,0
160768,160768,5,Male,40061000.0,none,16,inactive,0
268797,268797,45,Female,67023000.0,30_student_46,30,student,0
515601,515601,67,Male,126487000.0,37_student_34,37,student,0
315590,315590,19,Male,78595000.0,39_student_68,39,student,1
126897,126897,2,Male,31836000.0,none,11,inactive,0
603592,603592,8,Female,149450000.0,none,2,inactive,0
214623,214623,15,Male,53754000.0,21_student_37,21,student,1
17579,17579,36,Female,4758000.0,1_other_25,1,other,0
403009,403009,8,Male,99324000.0,none,55,inactive,0
131761,131761,44,Female,32992000.0,12_student_50,12,student,0
547159,547159,28,Male,134826000.0,none,2,unemployed_not_ag,0
412461,412461,52,Female,101441000.0,56_subsistence_ag_120,56,subsistence_ag,0
448231,448231,22,Female,110060000.0,none,56,unemployed_not_ag,0
291189,291189,4,Male,72341000.0,none,28,inactive,0
163913,163913,44,Male,40797000.0,16_other_1,16,other,0
442935,442935,67,Female,108666000.0,56_student_5,56,student,0
453699,453699,31,Female,111488000.0,57_student_3,57,student,0
578472,578472,39,Female,142988000.0,2_education_15,2,education,0
55920,55920,15,Female,14268000.0,5_student_29,5,student,1
214694,214694,8,Female,53772000.0,none,21,inactive,0
89632,89632,4,Male,22260000.0,none,7,inactive,0
296814,296814,42,Male,73684000.0,30_informal_petty_trade_1,30,informal_petty_trade,0
366806,366806,29,Male,90711000.0,49_manu_mining_trades_4,49,manu_mining_trades,0
247309,247309,2,Male,61971000.0,none,27,inactive,0
647676,647676,30,Female,160609000.0,2_manu_mining_trades_72,2,manu_mining_trades,0
588015,588015,42,Female,145441000.0,2_student_426,2,student,0
382492,382492,28,Female,94668000.0,53_subsistence_ag_100,53,subsistence_ag,0
574874,574874,0,Female,142065000.0,none,2,inactive,0
305560,305560,8,Female,75961000.0,none,26,inactive,0
88670,88670,21,Male,22031000.0,7_ag_estates_12,7,ag_estates,0
565236,565236,56,Male,139587000.0,2_student_705,2,student,0
74498,74498,15,Male,18669000.0,6_student_18,6,student,1
24733,24733,33,Male,6636000.0,none,1,unemployed_not_ag,0
370467,370467,3,Male,91582000.0,none,51,inactive,0
640394,640394,5,Female,158982000.0,none,18,inactive,0
223094,223094,27,Male,55907000.0,23_informal_petty_trade_12,23,informal_petty_trade,0
61910,61910,6,Male,15627000.0,none,5,inactive,0
414728,414728,80,Female,102002000.0,56_subsistence_ag_199,56,subsistence_ag,0
592266,592266,9,Female,146513000.0,none,2,inactive,0
634173,634173,40,Male,157384000.0,2_office_worker_149,2,office_worker,0
104502,104502,22,Female,26168000.0,9_student_19,9,student,0
359649,359649,64,Female,88958000.0,48_subsistence_ag_133,48,subsistence_ag,0
19135,19135,21,Female,5176000.0,none,1,unemployed_not_ag,0
342189,342189,25,Male,84682000.0,45_subsistence_ag_52,45,subsistence_ag,0
126445,126445,32,Male,31736000.0,11_other_3,11,other,0
96651,96651,26,Male,24108000.0,8_other_2,8,other,0
68755,68755,7,Male,17207000.0,none,6,inactive,0
101635,101635,46,Female,25370000.0,9_subsistence_ag_261,9,subsistence_ag,0
623677,623677,28,Female,154551000.0,2_informal_petty_trade_79,2,informal_petty_trade,0
442033,442033,17,Female,108406000.0,56_healthcare_social_work_4,56,healthcare_social_work,0
230312,230312,47,Female,57710000.0,24_subsistence_ag_309,24,subsistence_ag,0
515251,515251,60,Female,126418000.0,37_subsistence_ag_386,37,subsistence_ag,0
492291,492291,2,Female,120952000.0,none,35,inactive,0
349384,349384,50,Male,86557000.0,46_healthcare_social_work_3,46,healthcare_social_work,0
22150,22150,11,Female,5970000.0,1_student_55,1,student,1
466589,466589,1,Female,114762000.0,none,32,inactive,0
350962,350962,3,Female,86913000.0,none,46,inactive,0
248438,248438,25,Male,62232000.0,27_subsistence_ag_140,27,subsistence_ag,0
388437,388437,10,Female,96097000.0,54_student_35,54,student,1
636928,636928,24,Female,158163000.0,3_subsistence_ag_278,3,subsistence_ag,0
36449,36449,9,Female,9536000.0,none,3,inactive,0
91748,91748,42,Female,22812000.0,8_subsistence_ag_290,8,subsistence_ag,0
409084,409084,2,Female,100672000.0,none,55,inactive,0
327731,327731,11,Male,81436000.0,42_student_9,42,student,1
570891,570891,25,Male,140990000.0,2_manu_mining_trades_137,2,manu_mining_trades,0
183224,183224,16,Male,45692000.0,18_subsistence_ag_254,18,subsistence_ag,0
279175,279175,29,Female,69413000.0,31_student_91,31,student,0
248990,248990,8,Male,62366000.0,none,27,inactive,0
86620,86620,28,Male,21520000.0,7_informal_petty_trade_77,7,informal_petty_trade,0
42171,42171,10,Male,10854000.0,3_student_16,3,student,1
498071,498071,26,Male,122408000.0,35_service_retail_3,35,service_retail,0
549115,549115,11,Female,135354000.0,2_student_512,2,student,1
151866,151866,31,Female,37910000.0,14_subsistence_ag_595,14,subsistence_ag,0
101504,101504,4,Female,25337000.0,none,9,inactive,0
621300,621300,26,Female,153954000.0,2_informal_petty_trade_180,2,informal_petty_trade,0
287790,287790,11,Male,71505000.0,31_student_34,31,student,1
558240,558240,32,Male,137670000.0,2_transport_sector_113,2,transport_sector,0
643230,643230,1,Male,159621000.0,none,55,inactive,0
590264,590264,16,Male,146000000.0,2_student_88,2,student,1
588829,588829,41,Male,145648000.0,2_informal_petty_trade_460,2,informal_petty_trade,0
389054,389054,2,Male,96238000.0,none,54,inactive,0
202703,202703,24,Male,50750000.0,20_subsistence_ag_408,20,subsistence_ag,0
426424,426424,7,Male,104741000.0,none,58,inactive,0
23204,23204,62,Male,6236000.0,1_manu_mining_trades_104,1,manu_mining_trades,0
395777,395777,1,Male,97714000.0,none,54,inactive,0
524276,524276,6,Female,128495000.0,none,38,inactive,0
290828,290828,7,Male,72253000.0,none,28,inactive,0
519689,519689,16,Female,127435000.0,38_student_14,38,student,0
416350,416350,54,Male,102406000.0,57_service_retail_14,57,service_retail,0
15183,15183,30,Male,4147000.0,1_service_retail_32,1,service_retail,0
586476,586476,20,Male,145048000.0,2_student_531,2,student,1
337822,337822,16,Female,83643000.0,none,44,unemployed_not_ag,0
144573,144573,39,Female,36177000.0,13_ag_estates_58,13,ag_estates,0
40162,40162,21,Female,10402000.0,3_subsistence_ag_472,3,subsistence_ag,0
200657,200657,1,Female,50248000.0,none,20,inactive,0
246211,246211,7,Female,61727000.0,none,27,inactive,0
150096,150096,55,Female,37522000.0,14_subsistence_ag_555,14,subsistence_ag,0
164355,164355,23,Female,40905000.0,16_student_17,16,student,0
542138,542138,42,Male,133270000.0,2_informal_petty_trade_302,2,informal_petty_trade,0
124639,124639,18,Female,31317000.0,11_subsistence_ag_102,11,subsistence_ag,0
434880,434880,29,Male,106663000.0,59_manu_mining_trades_11,59,manu_mining_trades,0
371041,371041,38,Female,91715000.0,51_student_24,51,student,0
53179,53179,3,Male,13607000.0,none,5,inactive,0
553883,553883,21,Male,136546000.0,none,2,unemployed_not_ag,0
326382,326382,34,Female,81135000.0,42_student_34,42,student,0
348123,348123,6,Female,86263000.0,none,46,inactive,0
161643,161643,16,Male,40278000.0,16_student_7,16,student,1
632617,632617,12,Female,156937000.0,2_student_118,2,student,1
176746,176746,10,Female,44005000.0,17_student_12,17,student,1
225825,225825,8,Female,56625000.0,none,23,inactive,0
528661,528661,26,Male,129601000.0,36_manu_mining_trades_34,36,manu_mining_trades,0
384273,384273,13,Male,95142000.0,53_student_12,53,student,1
523576,523576,6,Male,128336000.0,none,38,inactive,0
99567,99567,1,Female,24857000.0,none,9,inactive,0
367478,367478,6,Male,90860000.0,none,49,inactive,0
520044,520044,19,Female,127510000.0,38_subsistence_ag_457,38,subsistence_ag,0
445303,445303,13,Male,109307000.0,56_student_80,56,student,1
616463,616463,48,Male,152729000.0,2_manu_mining_trades_156,2,manu_mining_trades,0
432350,432350,2,Female,106078000.0,none,58,inactive,0
332647,332647,2,Male,82485000.0,none,43,inactive,0
175231,175231,21,Male,43616000.0,17_student_37,17,student,0
595270,595270,50,Female,147315000.0,2_informal_petty_trade_514,2,informal_petty_trade,0
58532,58532,29,Male,14885000.0,5_education_1,5,education,0
81870,81870,8,Male,20413000.0,none,7,inactive,0
589271,589271,4,Female,145752000.0,none,2,inactive,0
326116,326116,82,Male,81081000.0,42_student_9,42,student,0
79185,79185,31,Female,19770000.0,7_subsistence_ag_137,7,subsistence_ag,0
47987,47987,6,Female,12298000.0,none,4,inactive,0
417708,417708,25,Male,102746000.0,57_manu_mining_trades_76,57,manu_mining_trades,0
190930,190930,20,Male,47706000.0,25_student_9,25,student,1
232119,232119,13,Male,58146000.0,24_student_26,24,student,1
580996,580996,2,Male,143637000.0,none,2,inactive,0
10634,10634,7,Male,2938000.0,none,1,inactive,0
420790,420790,12,Male,103444000.0,57_student_38,57,student,1
94681,94681,81,Female,23585000.0,8_student_31,8,student,0
607543,607543,32,Female,150457000.0,2_healthcare_social_work_26,2,healthcare_social_work,0
161082,161082,57,Female,40144000.0,16_subsistence_ag_199,16,subsistence_ag,0
92600,92600,20,Female,23032000.0,8_student_31,8,student,0
91805,91805,35,Female,22826000.0,8_student_31,8,student,0
634088,634088,23,Female,157358000.0,2_student_344,2,student,0
182572,182572,25,Female,45502000.0,18_other_7,18,other,0
626036,626036,19,Female,155135000.0,none,2,unemployed_not_ag,0
517688,517688,0,Female,126939000.0,none,38,inactive,0
527537,527537,5,Female,129303000.0,none,36,inactive,0
359890,359890,9,Female,89011000.0,none,48,inactive,0
322890,322890,25,Female,80306000.0,41_student_40,41,student,0
390565,390565,12,Male,96572000.0,54_student_32,54,student,1
259617,259617,45,Female,64803000.0,27_subsistence_ag_394,27,subsistence_ag,0
396281,396281,78,Female,97822000.0,54_student_12,54,student,0
57750,57750,32,Male,14690000.0,5_subsistence_ag_479,5,subsistence_ag,0
240523,240523,1,Female,60330000.0,none,26,inactive,0
474724,474724,23,Male,116689000.0,33_informal_petty_trade_22,33,informal_petty_trade,0
33749,33749,68,Female,8881000.0,3_subsistence_ag_120,3,subsistence_ag,0
550454,550454,2,Male,135683000.0,none,2,inactive,0
456956,456956,9,Female,112373000.0,none,60,inactive,0
67427,67427,24,Female,16905000.0,6_subsistence_ag_430,6,subsistence_ag,0
129314,129314,17,Male,32379000.0,12_student_66,12,student,1
324835,324835,40,Male,80802000.0,none,41,unemployed_not_ag,0
302921,302921,27,Male,75272000.0,28_manu_mining_trades_85,28,manu_mining_trades,0
612717,612717,11,Female,151791000.0,2_student_695,2,student,1
549745,549745,10,Female,135509000.0,2_student_274,2,student,1
101811,101811,27,Female,25416000.0,9_healthcare_social_work_6,9,healthcare_social_work,0
30428,30428,40,Female,8030000.0,none,1,unemployed_not_ag,0
520741,520741,56,Female,127672000.0,38_subsistence_ag_543,38,subsistence_ag,0
182716,182716,51,Female,45542000.0,18_student_23,18,student,0
100095,100095,78,Male,24982000.0,9_student_31,9,student,0
577849,577849,26,Female,142827000.0,2_manu_mining_trades_135,2,manu_mining_trades,0
240578,240578,13,Male,60344000.0,26_student_6,26,student,1
46428,46428,70,Male,11895000.0,4_student_33,4,student,0
508245,508245,12,Male,124859000.0,36_student_89,36,student,1
15329,15329,69,Male,4188000.0,1_student_101,1,student,0
482418,482418,4,Male,118625000.0,none,34,inactive,0
597568,597568,11,Female,147916000.0,2_student_77,2,student,1
142618,142618,53,Male,35706000.0,13_ag_estates_67,13,ag_estates,0
426933,426933,1,Male,104862000.0,none,58,inactive,0
255907,255907,1,Male,63970000.0,none,27,inactive,0
332750,332750,8,Male,82507000.0,none,43,inactive,0
178721,178721,11,Male,44555000.0,17_student_39,17,student,1
113862,113862,5,Female,28577000.0,none,6,inactive,0
253410,253410,1,Female,63402000.0,none,27,inactive,0
556577,556577,17,Female,137237000.0,2_student_225,2,student,0
375871,375871,11,Male,92848000.0,52_student_6,52,student,1
283593,283593,10,Female,70487000.0,31_student_29,31,student,1
347422,347422,13,Male,86074000.0,41_student_27,41,student,1
459436,459436,27,Male,113050000.0,59_student_4,59,student,0
354324,354324,7,Female,87744000.0,none,47,inactive,0
333252,333252,16,Male,82618000.0,43_student_5,43,student,1
604850,604850,63,Male,149784000.0,2_student_207,2,student,0
629757,629757,16,Female,156125000.0,2_student_670,2,student,1
625687,625687,23,Male,155045000.0,2_office_worker_15,2,office_worker,0
495179,495179,24,Male,121675000.0,35_subsistence_ag_139,35,subsistence_ag,0
33874,33874,15,Female,8912000.0,3_student_21,3,student,1
550446,550446,21,Female,135680000.0,none,2,unemployed_not_ag,0
601188,601188,1,Male,148833000.0,none,2,inactive,0
246562,246562,8,Male,61805000.0,none,27,inactive,0
291776,291776,48,Female,72484000.0,28_student_25,28,student,0
209855,209855,0,Male,52557000.0,none,21,inactive,0
521871,521871,42,Female,127941000.0,38_other_6,38,other,0
22016,22016,33,Male,5936000.0,1_manu_mining_trades_74,1,manu_mining_trades,0
359606,359606,15,Male,88947000.0,48_subsistence_ag_46,48,subsistence_ag,0
521422,521422,9,Male,127836000.0,none,38,inactive,0
352143,352143,21,Male,87222000.0,47_healthcare_social_work_2,47,healthcare_social_work,0
329777,329777,0,Male,81862000.0,none,43,inactive,0
189293,189293,12,Male,47277000.0,18_student_12,18,student,1
36718,36718,3,Female,9601000.0,none,3,inactive,0
321711,321711,75,Female,79997000.0,40_subsistence_ag_84,40,subsistence_ag,0
644058,644058,6,Male,159821000.0,none,60,inactive,0
386756,386756,7,Female,95724000.0,none,54,inactive,0
55526,55526,0,Female,14186000.0,none,5,inactive,0
550839,550839,42,Female,135776000.0,2_student_688,2,student,0
393874,393874,1,Male,97292000.0,none,54,inactive,0
257006,257006,0,Female,64229000.0,none,27,inactive,0
52277,52277,0,Female,13365000.0,none,5,inactive,0
310530,310530,2,Male,77267000.0,none,26,inactive,0
93801,93801,46,Female,23347000.0,8_healthcare_social_work_4,8,healthcare_social_work,0
353517,353517,5,Female,87550000.0,none,47,inactive,0
396626,396626,33,Male,97905000.0,54_subsistence_ag_724,54,subsistence_ag,0
318385,318385,18,Male,79201000.0,none,39,unemployed_not_ag,0
560645,560645,39,Female,138360000.0,2_healthcare_social_work_67,2,healthcare_social_work,0
158929,158929,28,Female,39605000.0,15_subsistence_ag_174,15,subsistence_ag,0
539331,539331,69,Female,132471000.0,2_student_207,2,student,0
163977,163977,36,Male,40813000.0,16_police_army_1,16,police_army,0
595818,595818,32,Female,147471000.0,2_office_worker_11,2,office_worker,0
388082,388082,21,Male,96021000.0,54_subsistence_ag_452,54,subsistence_ag,0
342593,342593,4,Male,84790000.0,none,45,inactive,0
416533,416533,45,Male,102463000.0,57_subsistence_ag_148,57,subsistence_ag,0
191399,191399,14,Male,47817000.0,25_student_14,25,student,1
196408,196408,0,Male,49154000.0,none,19,inactive,0
219722,219722,22,Female,55080000.0,22_student_17,22,student,0
69430,69430,11,Female,17392000.0,6_student_35,6,student,1
178284,178284,51,Female,44429000.0,17_subsistence_ag_170,17,subsistence_ag,0
536797,536797,5,Male,131800000.0,none,2,inactive,0
652325,652325,4,Female,160700000.0,none,45,inactive,0
473810,473810,15,Male,116424000.0,33_student_43,33,student,1
593957,593957,17,Female,146973000.0,2_student_316,2,student,1
242587,242587,3,Female,60845000.0,none,26,inactive,0
412578,412578,40,Female,101466000.0,56_student_47,56,student,0
369147,369147,4,Female,91248000.0,none,49,inactive,0
473692,473692,33,Male,116391000.0,33_ag_estates_12,33,ag_estates,0
296705,296705,22,Male,73652000.0,none,30,unemployed_not_ag,0
220027,220027,92,Female,55164000.0,22_student_11,22,student,0
431000,431000,21,Male,105780000.0,58_subsistence_ag_248,58,subsistence_ag,0
10300,10300,15,Male,2851000.0,1_student_146,1,student,1
165036,165036,50,Female,41072000.0,16_student_13,16,student,0
257300,257300,15,Female,64292000.0,27_student_4,27,student,1
59665,59665,16,Male,15138000.0,5_student_90,5,student,1
131479,131479,80,Female,32919000.0,12_subsistence_ag_194,12,subsistence_ag,0
633677,633677,35,Male,157234000.0,2_healthcare_social_work_45,2,healthcare_social_work,0
2437,2437,28,Female,698000.0,1_healthcare_social_work_9,1,healthcare_social_work,0
89073,89073,24,Male,22138000.0,7_student_103,7,student,1
484720,484720,31,Male,119148000.0,34_subsistence_ag_61,34,subsistence_ag,0
308955,308955,36,Female,76855000.0,26_informal_petty_trade_19,26,informal_petty_trade,0
424676,424676,23,Female,104354000.0,58_subsistence_ag_59,58,subsistence_ag,0
416528,416528,5,Female,102462000.0,none,57,inactive,0
359992,359992,8,Male,89031000.0,none,48,inactive,0
298018,298018,31,Male,73990000.0,30_service_retail_9,30,service_retail,0
459272,459272,21,Female,113009000.0,59_healthcare_social_work_2,59,healthcare_social_work,0
429755,429755,50,Female,105501000.0,58_subsistence_ag_293,58,subsistence_ag,0
625850,625850,39,Female,155087000.0,2_manu_mining_trades_248,2,manu_mining_trades,0
13996,13996,30,Male,3824000.0,1_service_retail_7,1,service_retail,0
79994,79994,17,Female,19968000.0,7_student_38,7,student,1
32647,32647,12,Female,8608000.0,3_student_1,3,student,1
592388,592388,48,Female,146547000.0,2_student_262,2,student,0
439297,439297,8,Female,107704000.0,none,60,inactive,0
373910,373910,8,Female,92352000.0,none,51,inactive,0
455321,455321,1,Male,111916000.0,none,60,inactive,0
361793,361793,66,Female,89467000.0,48_subsistence_ag_12,48,subsistence_ag,0
525461,525461,12,Male,128755000.0,none,38,inactive,0
399438,399438,10,Female,98535000.0,55_student_73,55,student,1
133198,133198,23,Female,33334000.0,12_subsistence_ag_17,12,subsistence_ag,0
595568,595568,2,Male,147408000.0,none,2,inactive,0
574478,574478,21,Female,141960000.0,none,2,unemployed_not_ag,0
391226,391226,69,Female,96724000.0,54_student_26,54,student,0
463561,463561,15,Male,114037000.0,32_student_23,32,student,1
324320,324320,19,Male,80656000.0,41_student_37,41,student,0
189977,189977,41,Male,47465000.0,25_subsistence_ag_225,25,subsistence_ag,0
141923,141923,16,Female,35523000.0,13_subsistence_ag_471,13,subsistence_ag,0
245567,245567,42,Female,61569000.0,26_ag_estates_24,26,ag_estates,0
153266,153266,11,Female,38228000.0,14_student_25,14,student,0
497059,497059,17,Male,122149000.0,35_student_37,35,student,1
185088,185088,20,Female,46199000.0,18_subsistence_ag_257,18,subsistence_ag,0
144654,144654,11,Male,36197000.0,13_student_5,13,student,1
