,person_id,age,sex,household_id,workplace_id,district_id,economic_status,school_goers
157130,157130,24,Female,39161000.0,15_subsistence_ag_109,15,subsistence_ag,0
559944,559944,55,Female,138151000.0,2_office_worker_139,2,office_worker,0
350217,350217,54,Male,86758000.0,46_manu_mining_trades_1,46,manu_mining_trades,0
332826,332826,63,Male,82523000.0,43_subsistence_ag_221,43,subsistence_ag,0
334309,334309,12,Male,82839000.0,43_student_14,43,student,1
512738,512738,8,Female,125877000.0,none,37,inactive,0
596618,596618,30,Male,147687000.0,2_office_worker_70,2,office_worker,0
187834,187834,32,Male,46895000.0,18_informal_petty_trade_47,18,informal_petty_trade,0
129584,129584,68,Female,32439000.0,12_subsistence_ag_463,12,subsistence_ag,0
582914,582914,26,Female,144126000.0,2_student_32,2,student,1
12777,12777,38,Male,3499000.0,1_service_retail_18,1,service_retail,0
642478,642478,36,Male,159463000.0,none,41,unemployed_not_ag,0
483914,483914,7,Female,118962000.0,none,34,inactive,0
446417,446417,8,Female,109584000.0,none,56,inactive,0
252180,252180,8,Male,63113000.0,none,27,inactive,0
504925,504925,24,Female,124072000.0,36_subsistence_ag_164,36,subsistence_ag,0
469725,469725,10,Female,115475000.0,33_student_31,33,student,1
223166,223166,27,Female,55926000.0,23_manu_mining_trades_7,23,manu_mining_trades,0
275297,275297,17,Female,68500000.0,30_student_14,30,student,0
622104,622104,8,Female,154156000.0,none,2,inactive,0
267113,267113,16,Female,66616000.0,29_student_18,29,student,0
259336,259336,0,Female,64742000.0,none,27,inactive,0
108228,108228,12,Female,27147000.0,7_student_10,7,student,1
565736,565736,16,Male,139713000.0,2_student_535,2,student,1
327478,327478,39,Male,81383000.0,42_student_7,42,student,0
152124,152124,10,Male,37965000.0,14_student_56,14,student,1
210327,210327,55,Female,52683000.0,21_subsistence_ag_296,21,subsistence_ag,0
413310,413310,52,Male,101633000.0,56_subsistence_ag_198,56,subsistence_ag,0
80819,80819,48,Male,20163000.0,7_subsistence_ag_289,7,subsistence_ag,0
646330,646330,21,Male,160382000.0,1_student_175,1,student,1
606901,606901,23,Female,150300000.0,2_student_609,2,student,0
159837,159837,1,Female,39823000.0,none,15,inactive,0
243300,243300,34,Female,61005000.0,26_student_28,26,student,1
86106,86106,26,Male,21405000.0,7_informal_petty_trade_19,7,informal_petty_trade,0
200058,200058,0,Male,50107000.0,none,20,inactive,0
250096,250096,23,Male,62625000.0,27_subsistence_ag_180,27,subsistence_ag,0
182048,182048,4,Male,45364000.0,none,18,inactive,0
467561,467561,1,Female,114998000.0,none,33,inactive,0
528484,528484,32,Female,129557000.0,36_student_61,36,student,0
442419,442419,22,Female,108513000.0,56_student_58,56,student,1
8067,8067,6,Male,2254000.0,none,1,inactive,0
187681,187681,30,Female,46854000.0,18_ag_estates_18,18,ag_estates,0
450807,450807,8,Male,110736000.0,none,57,inactive,0
331341,331341,8,Female,82204000.0,none,43,inactive,0
259762,259762,69,Female,64837000.0,27_subsistence_ag_747,27,subsistence_ag,0
525998,525998,3,Female,128871000.0,none,38,inactive,0
639599,639599,7,Male,158789000.0,none,6,inactive,0
166840,166840,13,Male,41511000.0,12_student_54,12,student,1
323463,323463,8,Male,80449000.0,none,41,inactive,0
600771,600771,58,Female,148718000.0,2_student_716,2,student,0
552596,552596,42,Female,136215000.0,2_education_22,2,education,0
203136,203136,88,Male,50866000.0,20_subsistence_ag_281,20,subsistence_ag,0
93296,93296,9,Male,23220000.0,none,8,inactive,0
641857,641857,14,Male,159322000.0,42_student_22,42,student,1
435748,435748,5,Male,106880000.0,none,59,inactive,0
68988,68988,8,Female,17275000.0,none,6,inactive,0
202489,202489,20,Male,50687000.0,20_student_7,20,student,1
305089,305089,5,Female,75832000.0,none,26,inactive,0
546674,546674,38,Female,134706000.0,2_student_438,2,student,0
61398,61398,31,Female,15521000.0,5_other_19,5,other,0
425322,425322,15,Female,104507000.0,58_student_52,58,student,1
551562,551562,48,Female,135945000.0,2_manu_mining_trades_156,2,manu_mining_trades,0
122158,122158,7,Female,30703000.0,none,10,inactive,0
448629,448629,88,Male,110171000.0,57_student_30,57,student,0
533568,533568,3,Male,130934000.0,none,2,inactive,0
647176,647176,33,Male,160534000.0,2_informal_petty_trade_86,2,informal_petty_trade,0
472735,472735,8,Female,116165000.0,none,33,inactive,0
445768,445768,18,Male,109418000.0,56_student_37,56,student,1
523264,523264,45,Female,128268000.0,38_subsistence_ag_296,38,subsistence_ag,0
484149,484149,9,Male,119018000.0,none,34,inactive,0
13701,13701,46,Male,3744000.0,1_transport_sector_2,1,transport_sector,0
228824,228824,17,Male,57365000.0,24_student_32,24,student,1
359465,359465,14,Male,88911000.0,50_student_1,50,student,1
269083,269083,1,Female,67081000.0,none,30,inactive,0
509897,509897,45,Male,125244000.0,37_healthcare_social_work_4,37,healthcare_social_work,0
412926,412926,66,Female,101542000.0,56_subsistence_ag_71,56,subsistence_ag,0
461976,461976,5,Male,113672000.0,none,32,inactive,0
124389,124389,15,Male,31252000.0,11_student_20,11,student,1
474507,474507,0,Female,116630000.0,none,33,inactive,0
163225,163225,11,Female,40642000.0,16_student_19,16,student,1
153120,153120,35,Female,38194000.0,14_subsistence_ag_657,14,subsistence_ag,0
361483,361483,22,Female,89390000.0,48_subsistence_ag_84,48,subsistence_ag,0
2923,2923,21,Female,828000.0,none,1,unemployed_not_ag,0
372289,372289,65,Male,91984000.0,51_student_33,51,student,0
147890,147890,50,Female,37002000.0,14_subsistence_ag_777,14,subsistence_ag,0
352416,352416,2,Male,87289000.0,none,47,inactive,0
511314,511314,54,Male,125561000.0,37_subsistence_ag_267,37,subsistence_ag,0
430930,430930,16,Female,105764000.0,58_subsistence_ag_490,58,subsistence_ag,0
516689,516689,11,Male,126703000.0,37_student_14,37,student,1
257844,257844,26,Male,64416000.0,27_ag_estates_8,27,ag_estates,0
118828,118828,13,Female,29884000.0,10_student_5,10,student,1
117012,117012,36,Male,29436000.0,10_ag_estates_13,10,ag_estates,0
225429,225429,52,Male,56517000.0,23_ag_estates_13,23,ag_estates,0
189691,189691,19,Male,47389000.0,25_subsistence_ag_148,25,subsistence_ag,0
280691,280691,0,Male,69777000.0,none,31,inactive,0
416296,416296,5,Male,102391000.0,none,57,inactive,0
491266,491266,41,Female,120675000.0,35_education_1,35,education,0
527504,527504,4,Male,129295000.0,none,36,inactive,0
446902,446902,31,Male,109713000.0,56_manu_mining_trades_19,56,manu_mining_trades,0
137011,137011,28,Male,34273000.0,13_service_retail_1,13,service_retail,0
219486,219486,5,Male,55016000.0,none,22,inactive,0
236278,236278,6,Female,59264000.0,none,18,inactive,0
377005,377005,15,Female,93109000.0,none,52,unemployed_not_ag,0
10127,10127,21,Male,2800000.0,1_other_12,1,other,0
129683,129683,42,Female,32464000.0,12_student_57,12,student,0
404064,404064,18,Male,99555000.0,55_subsistence_ag_268,55,subsistence_ag,0
598168,598168,34,Male,148059000.0,2_manu_mining_trades_226,2,manu_mining_trades,0
126193,126193,14,Female,31680000.0,11_student_26,11,student,1
96177,96177,30,Female,23974000.0,8_informal_petty_trade_9,8,informal_petty_trade,0
467281,467281,19,Male,114926000.0,32_student_17,32,student,1
645848,645848,37,Male,160250000.0,36_healthcare_social_work_2,36,healthcare_social_work,0
54198,54198,33,Female,13867000.0,5_student_82,5,student,0
641498,641498,33,Male,159243000.0,30_subsistence_ag_125,30,subsistence_ag,0
225476,225476,5,Female,56530000.0,none,23,inactive,0
582343,582343,26,Male,143986000.0,2_transport_sector_111,2,transport_sector,0
156111,156111,34,Male,38920000.0,14_other_12,14,other,0
558563,558563,31,Male,137740000.0,2_informal_petty_trade_302,2,informal_petty_trade,0
179865,179865,22,Male,44836000.0,18_subsistence_ag_107,18,subsistence_ag,0
153352,153352,18,Male,38252000.0,14_subsistence_ag_698,14,subsistence_ag,0
359642,359642,21,Female,88957000.0,none,48,unemployed_not_ag,0
219590,219590,41,Female,55039000.0,22_office_worker_2,22,office_worker,0
564378,564378,22,Male,139366000.0,2_transport_sector_75,2,transport_sector,0
582248,582248,30,Male,143959000.0,2_office_worker_149,2,office_worker,0
227743,227743,14,Female,57094000.0,24_student_11,24,student,1
518615,518615,2,Female,127170000.0,none,38,inactive,0
564403,564403,29,Female,139373000.0,2_student_522,2,student,0
326018,326018,3,Female,81062000.0,none,42,inactive,0
410559,410559,4,Male,100992000.0,none,55,inactive,0
175719,175719,76,Male,43745000.0,17_subsistence_ag_260,17,subsistence_ag,0
519084,519084,0,Female,127284000.0,none,38,inactive,0
118908,118908,26,Male,29900000.0,none,10,unemployed_not_ag,0
376332,376332,93,Male,92956000.0,52_student_14,52,student,0
599747,599747,6,Male,148458000.0,none,2,inactive,0
220715,220715,0,Female,55335000.0,none,22,inactive,0
89353,89353,61,Male,22197000.0,7_subsistence_ag_454,7,subsistence_ag,0
68117,68117,14,Female,17064000.0,6_student_49,6,student,0
110023,110023,37,Male,27589000.0,7_transport_sector_4,7,transport_sector,0
276499,276499,65,Female,68776000.0,31_subsistence_ag_86,31,subsistence_ag,0
139908,139908,16,Male,34996000.0,13_ag_estates_6,13,ag_estates,0
130035,130035,1,Male,32563000.0,none,12,inactive,0
463114,463114,9,Female,113931000.0,none,32,inactive,0
99831,99831,29,Male,24917000.0,9_informal_petty_trade_3,9,informal_petty_trade,0
340182,340182,3,Male,84167000.0,none,44,inactive,0
370064,370064,4,Female,91477000.0,none,49,inactive,0
418626,418626,13,Male,102963000.0,57_student_71,57,student,1
457095,457095,11,Male,112411000.0,60_student_7,60,student,1
387218,387218,18,Male,95831000.0,54_student_9,54,student,1
265335,265335,0,Male,66184000.0,none,28,inactive,0
344980,344980,32,Male,85409000.0,none,41,unemployed_not_ag,0
53010,53010,16,Female,13561000.0,5_student_53,5,student,1
485610,485610,16,Female,119339000.0,34_subsistence_ag_101,34,subsistence_ag,0
408133,408133,32,Female,100452000.0,55_subsistence_ag_326,55,subsistence_ag,0
337587,337587,0,Female,83585000.0,none,44,inactive,0
11955,11955,69,Female,3281000.0,1_student_17,1,student,0
622424,622424,4,Female,154237000.0,none,2,inactive,0
515337,515337,10,Female,126439000.0,37_student_27,37,student,1
99606,99606,57,Female,24867000.0,9_student_14,9,student,0
332028,332028,43,Male,82349000.0,43_subsistence_ag_125,43,subsistence_ag,0
405941,405941,1,Male,99973000.0,none,55,inactive,0
177270,177270,74,Female,44146000.0,17_student_12,17,student,0
608862,608862,9,Female,150776000.0,none,2,inactive,0
649880,649880,50,Female,160662000.0,21_student_11,21,student,0
144681,144681,27,Male,36202000.0,13_ag_estates_58,13,ag_estates,0
384620,384620,11,Female,95234000.0,53_student_9,53,student,1
410440,410440,7,Female,100968000.0,none,55,inactive,0
222161,222161,14,Male,55671000.0,23_student_28,23,student,1
561269,561269,28,Female,138566000.0,2_informal_petty_trade_302,2,informal_petty_trade,0
96678,96678,62,Female,24113000.0,none,8,unemployed_not_ag,0
363711,363711,16,Female,89929000.0,48_student_6,48,student,1
65895,65895,22,Male,16533000.0,6_subsistence_ag_250,6,subsistence_ag,0
281088,281088,0,Female,69867000.0,none,31,inactive,0
253649,253649,4,Female,63451000.0,none,27,inactive,0
153796,153796,23,Male,38372000.0,14_subsistence_ag_497,14,subsistence_ag,0
99860,99860,21,Male,24925000.0,9_transport_sector_2,9,transport_sector,0
294672,294672,50,Male,73135000.0,28_subsistence_ag_123,28,subsistence_ag,0
338701,338701,0,Male,83836000.0,none,44,inactive,0
70164,70164,16,Female,17568000.0,6_student_78,6,student,0
487306,487306,45,Female,119730000.0,34_other_1,34,other,0
205871,205871,17,Male,51545000.0,21_student_16,21,student,1
610928,610928,46,Female,151325000.0,2_student_132,2,student,0
132566,132566,25,Female,33186000.0,12_subsistence_ag_249,12,subsistence_ag,0
469457,469457,64,Female,115422000.0,33_subsistence_ag_388,33,subsistence_ag,0
300767,300767,32,Female,74701000.0,28_student_82,28,student,0
115855,115855,7,Female,29141000.0,none,5,inactive,0
551100,551100,1,Male,135840000.0,none,2,inactive,0
54887,54887,5,Female,14039000.0,none,5,inactive,0
596682,596682,11,Male,147705000.0,2_student_193,2,student,1
509426,509426,12,Female,125141000.0,37_student_12,37,student,1
46596,46596,10,Male,11936000.0,4_student_9,4,student,1
110331,110331,12,Female,27663000.0,7_student_95,7,student,1
503455,503455,23,Female,123736000.0,36_healthcare_social_work_11,36,healthcare_social_work,0
553550,553550,51,Male,136458000.0,2_service_retail_65,2,service_retail,0
617000,617000,1,Male,152853000.0,none,2,inactive,0
623829,623829,23,Female,154590000.0,2_student_499,2,student,0
546487,546487,25,Female,134653000.0,2_service_retail_8,2,service_retail,0
512069,512069,2,Female,125724000.0,none,37,inactive,0
77422,77422,19,Male,19380000.0,6_other_4,6,other,0
110342,110342,8,Female,27666000.0,none,7,inactive,0
40849,40849,4,Female,10552000.0,none,3,inactive,0
254817,254817,3,Male,63721000.0,none,27,inactive,0
466769,466769,18,Male,114809000.0,32_student_11,32,student,1
59656,59656,24,Male,15136000.0,5_service_retail_7,5,service_retail,0
535849,535849,33,Male,131532000.0,2_student_259,2,student,0
337966,337966,70,Male,83675000.0,44_student_34,44,student,0
438775,438775,42,Male,107588000.0,60_student_9,60,student,0
265605,265605,23,Female,66255000.0,28_subsistence_ag_88,28,subsistence_ag,0
370559,370559,23,Female,91602000.0,51_student_19,51,student,0
22185,22185,9,Male,5977000.0,none,1,inactive,0
72843,72843,1,Female,18240000.0,none,6,inactive,0
521769,521769,31,Female,127922000.0,38_subsistence_ag_149,38,subsistence_ag,0
456145,456145,2,Male,112140000.0,none,60,inactive,0
154485,154485,4,Male,38523000.0,none,14,inactive,0
170858,170858,11,Male,42459000.0,10_student_5,10,student,1
76853,76853,10,Male,19234000.0,6_student_19,6,student,1
139466,139466,10,Female,34882000.0,13_student_53,13,student,1
189836,189836,12,Female,47423000.0,25_student_13,25,student,1
88088,88088,0,Male,21881000.0,none,7,inactive,0
287581,287581,13,Female,71451000.0,31_student_82,31,student,1
580641,580641,3,Male,143551000.0,none,2,inactive,0
460577,460577,16,Female,113319000.0,32_student_10,32,student,1
439024,439024,40,Male,107641000.0,60_subsistence_ag_5,60,subsistence_ag,0
124507,124507,12,Female,31283000.0,11_student_23,11,student,1
15273,15273,13,Female,4173000.0,1_student_164,1,student,1
206750,206750,10,Female,51764000.0,21_student_52,21,student,1
47988,47988,27,Female,12298000.0,4_student_12,4,student,0
194184,194184,2,Female,48580000.0,none,19,inactive,0
343651,343651,13,Male,85047000.0,45_student_14,45,student,1
166252,166252,4,Male,41382000.0,none,16,inactive,0
284904,284904,1,Male,70822000.0,none,31,inactive,0
7997,7997,16,Female,2239000.0,1_student_136,1,student,1
637399,637399,33,Female,158278000.0,5_student_64,5,student,0
619208,619208,12,Female,153433000.0,2_student_114,2,student,1
1331,1331,9,Female,403000.0,none,1,inactive,0
286714,286714,76,Male,71255000.0,31_service_retail_1,31,service_retail,0
509292,509292,3,Male,125115000.0,none,37,inactive,0
581279,581279,8,Female,143706000.0,none,2,inactive,0
500064,500064,16,Female,122925000.0,36_student_104,36,student,1
425127,425127,5,Female,104452000.0,none,58,inactive,0
417804,417804,9,Female,102771000.0,none,57,inactive,0
582430,582430,90,Male,144008000.0,2_student_424,2,student,0
618416,618416,10,Male,153222000.0,2_student_259,2,student,1
576348,576348,2,Female,142452000.0,none,2,inactive,0
187589,187589,20,Male,46830000.0,18_subsistence_ag_148,18,subsistence_ag,0
414995,414995,22,Female,102067000.0,56_ag_estates_20,56,ag_estates,0
629564,629564,22,Male,156068000.0,2_manu_mining_trades_235,2,manu_mining_trades,0
561284,561284,24,Male,138570000.0,2_other_74,2,other,0
347043,347043,25,Male,85965000.0,41_student_5,41,student,1
556166,556166,11,Female,137141000.0,2_student_91,2,student,1
166140,166140,0,Male,41359000.0,none,16,inactive,0
313186,313186,16,Male,77975000.0,39_student_66,39,student,1
464326,464326,13,Female,114216000.0,32_student_41,32,student,1
367778,367778,8,Male,90943000.0,none,49,inactive,0
619857,619857,27,Female,153598000.0,2_informal_petty_trade_106,2,informal_petty_trade,0
10294,10294,80,Male,2849000.0,1_student_212,1,student,0
241017,241017,54,Female,60452000.0,26_healthcare_social_work_9,26,healthcare_social_work,0
76293,76293,14,Male,19089000.0,6_student_53,6,student,1
389377,389377,40,Male,96304000.0,54_subsistence_ag_57,54,subsistence_ag,0
490753,490753,14,Female,120551000.0,35_student_3,35,student,1
583058,583058,45,Female,144163000.0,2_student_223,2,student,0
444089,444089,21,Male,108989000.0,56_student_23,56,student,1
462103,462103,28,Female,113698000.0,32_subsistence_ag_235,32,subsistence_ag,0
449271,449271,17,Female,110342000.0,57_student_77,57,student,0
501612,501612,18,Male,123295000.0,36_student_18,36,student,1
293666,293666,32,Male,72908000.0,28_subsistence_ag_79,28,subsistence_ag,0
314550,314550,2,Female,78337000.0,none,39,inactive,0
194549,194549,35,Female,48673000.0,19_student_56,19,student,0
621352,621352,4,Female,153965000.0,none,2,inactive,0
155374,155374,11,Female,38745000.0,14_student_30,14,student,1
555080,555080,15,Female,136858000.0,2_student_225,2,student,1
4423,4423,19,Female,1266000.0,none,1,unemployed_not_ag,0
441480,441480,2,Female,108263000.0,none,56,inactive,0
175008,175008,18,Female,43554000.0,17_student_39,17,student,0
109352,109352,36,Female,27429000.0,7_informal_petty_trade_5,7,informal_petty_trade,0
425828,425828,13,Female,104614000.0,58_student_38,58,student,1
32853,32853,42,Female,8663000.0,3_subsistence_ag_223,3,subsistence_ag,0
556581,556581,7,Female,137238000.0,none,2,inactive,0
252606,252606,51,Female,63216000.0,27_subsistence_ag_747,27,subsistence_ag,0
102708,102708,18,Male,25661000.0,9_ag_estates_5,9,ag_estates,0
118984,118984,79,Male,29921000.0,10_student_63,10,student,0
108722,108722,29,Female,27272000.0,7_student_84,7,student,0
180353,180353,4,Female,44945000.0,none,18,inactive,0
13893,13893,72,Female,3796000.0,1_student_218,1,student,0
370824,370824,7,Female,91669000.0,none,51,inactive,0
70830,70830,58,Female,17739000.0,6_education_2,6,education,0
526791,526791,8,Female,129100000.0,none,36,inactive,0
222871,222871,17,Male,55846000.0,23_subsistence_ag_99,23,subsistence_ag,0
505000,505000,46,Male,124093000.0,36_subsistence_ag_335,36,subsistence_ag,0
3365,3365,4,Female,952000.0,none,1,inactive,0
492153,492153,63,Female,120918000.0,35_subsistence_ag_229,35,subsistence_ag,0
79580,79580,34,Male,19866000.0,7_subsistence_ag_449,7,subsistence_ag,0
435176,435176,59,Female,106736000.0,59_subsistence_ag_77,59,subsistence_ag,0
486628,486628,37,Male,119573000.0,34_other_6,34,other,0
524024,524024,79,Female,128435000.0,38_subsistence_ag_144,38,subsistence_ag,0
360619,360619,11,Male,89185000.0,48_student_4,48,student,1
235858,235858,12,Male,59165000.0,18_student_73,18,student,1
148736,148736,18,Female,37207000.0,14_student_49,14,student,1
319113,319113,5,Male,79367000.0,none,40,inactive,0
615771,615771,10,Female,152553000.0,2_student_124,2,student,1
22906,22906,22,Female,6159000.0,1_informal_petty_trade_87,1,informal_petty_trade,0
258046,258046,2,Female,64463000.0,none,27,inactive,0
223533,223533,67,Male,56015000.0,23_student_7,23,student,0
100755,100755,25,Female,25146000.0,9_subsistence_ag_362,9,subsistence_ag,0
340852,340852,12,Female,84348000.0,45_student_2,45,student,1
374323,374323,21,Male,92451000.0,51_subsistence_ag_70,51,subsistence_ag,0
330862,330862,11,Male,82105000.0,43_student_16,43,student,1
446375,446375,26,Male,109574000.0,56_student_81,56,student,1
509712,509712,0,Female,125207000.0,none,37,inactive,0
498065,498065,36,Male,122407000.0,35_subsistence_ag_25,35,subsistence_ag,0
641766,641766,17,Female,159301000.0,none,42,unemployed_not_ag,0
271784,271784,9,Female,67697000.0,none,30,inactive,0
172465,172465,16,Female,42876000.0,10_student_37,10,student,1
179946,179946,60,Male,44859000.0,18_service_retail_8,18,service_retail,0
149040,149040,16,Male,37274000.0,none,14,unemployed_not_ag,0
149256,149256,7,Female,37324000.0,none,14,inactive,0
124065,124065,22,Male,31167000.0,11_student_31,11,student,1
158234,158234,55,Female,39425000.0,15_subsistence_ag_108,15,subsistence_ag,0
618514,618514,37,Female,153247000.0,2_office_worker_17,2,office_worker,0
119652,119652,69,Male,30094000.0,10_subsistence_ag_79,10,subsistence_ag,0
74224,74224,29,Male,18603000.0,6_informal_petty_trade_26,6,informal_petty_trade,0
406553,406553,44,Female,100104000.0,55_subsistence_ag_842,55,subsistence_ag,0
631741,631741,8,Male,156702000.0,none,2,inactive,0
511607,511607,14,Female,125626000.0,37_student_12,37,student,1
349672,349672,12,Male,86621000.0,46_student_7,46,student,1
558747,558747,19,Female,137790000.0,2_police_army_15,2,police_army,0
595794,595794,20,Male,147466000.0,2_student_685,2,student,0
488393,488393,64,Male,119989000.0,34_subsistence_ag_105,34,subsistence_ag,0
471334,471334,20,Female,115841000.0,33_student_70,33,student,0
386948,386948,4,Female,95764000.0,none,54,inactive,0
544813,544813,29,Female,134158000.0,2_office_worker_30,2,office_worker,0
10775,10775,26,Male,2976000.0,1_manu_mining_trades_58,1,manu_mining_trades,0
599607,599607,25,Female,148422000.0,2_student_351,2,student,1
458017,458017,1,Female,112662000.0,none,55,inactive,0
649581,649581,34,Female,160657000.0,21_subsistence_ag_508,21,subsistence_ag,0
116212,116212,33,Female,29243000.0,5_other_19,5,other,0
319843,319843,12,Male,79536000.0,40_student_2,40,student,1
292906,292906,0,Male,72723000.0,none,28,inactive,0
310063,310063,19,Male,77150000.0,26_manu_mining_trades_32,26,manu_mining_trades,0
519911,519911,28,Female,127479000.0,38_subsistence_ag_320,38,subsistence_ag,0
624365,624365,4,Female,154719000.0,none,2,inactive,0
516818,516818,10,Female,126729000.0,37_student_8,37,student,1
175763,175763,35,Female,43755000.0,17_subsistence_ag_218,17,subsistence_ag,0
17659,17659,9,Female,4780000.0,none,1,inactive,0
444102,444102,21,Female,108992000.0,none,56,unemployed_not_ag,0
359216,359216,40,Female,88858000.0,50_student_34,50,student,0
216405,216405,17,Male,54208000.0,22_student_28,22,student,1
70555,70555,10,Male,17667000.0,6_student_75,6,student,1
263659,263659,17,Male,65766000.0,28_ag_estates_5,28,ag_estates,0
24301,24301,25,Female,6523000.0,none,1,unemployed_not_ag,0
202270,202270,3,Female,50630000.0,none,20,inactive,0
600429,600429,32,Male,148630000.0,2_informal_petty_trade_420,2,informal_petty_trade,0
327952,327952,14,Female,81481000.0,42_student_34,42,student,0
501528,501528,15,Male,123277000.0,36_student_54,36,student,1
625558,625558,0,Male,155008000.0,none,2,inactive,0
143363,143363,18,Male,35893000.0,13_student_6,13,student,1
51067,51067,2,Male,13085000.0,none,4,inactive,0
205383,205383,53,Female,51428000.0,20_subsistence_ag_112,20,subsistence_ag,0
306015,306015,18,Male,76083000.0,none,26,unemployed_not_ag,0
543389,543389,53,Female,133690000.0,2_informal_petty_trade_64,2,informal_petty_trade,0
51427,51427,15,Male,13174000.0,5_student_35,5,student,1
471020,471020,7,Female,115762000.0,none,33,inactive,0
199588,199588,9,Male,49984000.0,none,20,inactive,0
324528,324528,32,Female,80707000.0,41_student_37,41,student,0
136475,136475,43,Female,34120000.0,13_other_3,13,other,0
330868,330868,16,Male,82106000.0,43_student_6,43,student,1
560111,560111,42,Male,138199000.0,2_healthcare_social_work_147,2,healthcare_social_work,0
332706,332706,36,Female,82498000.0,43_healthcare_social_work_3,43,healthcare_social_work,0
272993,272993,39,Female,67958000.0,30_student_69,30,student,0
274672,274672,64,Male,68350000.0,30_subsistence_ag_3,30,subsistence_ag,0
309308,309308,54,Female,76952000.0,26_education_4,26,education,0
356910,356910,47,Male,88327000.0,50_subsistence_ag_13,50,subsistence_ag,0
296986,296986,32,Female,73724000.0,30_other_1,30,other,0
429724,429724,20,Female,105494000.0,58_student_27,58,student,0
403318,403318,1,Female,99388000.0,none,55,inactive,0
64841,64841,2,Female,16264000.0,none,5,inactive,0
396584,396584,6,Female,97897000.0,none,54,inactive,0
626580,626580,8,Male,155274000.0,none,2,inactive,0
206800,206800,8,Male,51777000.0,none,21,inactive,0
111847,111847,2,Male,28053000.0,none,7,inactive,0
15306,15306,37,Female,4182000.0,1_informal_petty_trade_113,1,informal_petty_trade,0
100602,100602,85,Male,25105000.0,9_student_24,9,student,0
407510,407510,13,Female,100314000.0,55_student_54,55,student,1
389082,389082,29,Female,96242000.0,54_subsistence_ag_947,54,subsistence_ag,0
292541,292541,23,Female,72646000.0,28_subsistence_ag_67,28,subsistence_ag,0
143390,143390,4,Female,35899000.0,none,13,inactive,0
567550,567550,0,Male,140165000.0,none,2,inactive,0
517387,517387,3,Male,126869000.0,none,38,inactive,0
111979,111979,5,Female,28083000.0,none,7,inactive,0
463988,463988,75,Female,114138000.0,32_subsistence_ag_13,32,subsistence_ag,0
150756,150756,7,Male,37665000.0,none,14,inactive,0
14461,14461,8,Male,3952000.0,none,1,inactive,0
583161,583161,21,Female,144188000.0,2_student_162,2,student,1
274828,274828,65,Female,68388000.0,30_student_21,30,student,0
98855,98855,30,Female,24675000.0,9_subsistence_ag_115,9,subsistence_ag,0
521908,521908,14,Male,127949000.0,38_student_7,38,student,1
286130,286130,28,Female,71118000.0,31_subsistence_ag_270,31,subsistence_ag,0
594124,594124,14,Female,147016000.0,2_student_653,2,student,1
410341,410341,22,Female,100949000.0,55_subsistence_ag_415,55,subsistence_ag,0
453400,453400,17,Female,111398000.0,57_student_6,57,student,1
349601,349601,6,Female,86606000.0,none,46,inactive,0
48237,48237,48,Female,12373000.0,4_subsistence_ag_156,4,subsistence_ag,0
640729,640729,4,Female,159066000.0,none,22,inactive,0
347305,347305,25,Male,86040000.0,41_service_retail_6,41,service_retail,0
518437,518437,16,Male,127129000.0,38_student_36,38,student,1
435437,435437,40,Male,106796000.0,59_education_1,59,education,0
505873,505873,5,Male,124293000.0,none,36,inactive,0
350800,350800,19,Male,86878000.0,46_student_7,46,student,1
582242,582242,30,Female,143957000.0,2_informal_petty_trade_411,2,informal_petty_trade,0
280862,280862,54,Female,69821000.0,31_subsistence_ag_325,31,subsistence_ag,0
472141,472141,27,Male,116029000.0,33_service_retail_11,33,service_retail,0
502763,502763,2,Female,123577000.0,none,36,inactive,0
408360,408360,17,Female,100505000.0,55_subsistence_ag_1008,55,subsistence_ag,0
401323,401323,29,Female,98960000.0,55_student_18,55,student,0
161002,161002,1,Male,40127000.0,none,16,inactive,0
549214,549214,5,Male,135380000.0,none,2,inactive,0
222648,222648,1,Male,55790000.0,none,23,inactive,0
352350,352350,16,Female,87269000.0,47_subsistence_ag_14,47,subsistence_ag,0
428779,428779,0,Female,105279000.0,none,58,inactive,0
363603,363603,30,Female,89902000.0,48_other_2,48,other,0
267278,267278,3,Male,66657000.0,none,29,inactive,0
440727,440727,12,Female,108046000.0,56_student_57,56,student,1
507094,507094,4,Male,124575000.0,none,36,inactive,0
410464,410464,38,Female,100973000.0,55_subsistence_ag_568,55,subsistence_ag,0
158769,158769,36,Female,39560000.0,15_subsistence_ag_49,15,subsistence_ag,0
69990,69990,88,Male,17523000.0,6_student_62,6,student,0
529868,529868,29,Female,129936000.0,36_student_7,36,student,0
438593,438593,68,Male,107548000.0,60_subsistence_ag_22,60,subsistence_ag,0
337790,337790,44,Female,83634000.0,44_student_11,44,student,0
143337,143337,3,Male,35888000.0,none,13,inactive,0
610957,610957,2,Female,151331000.0,none,2,inactive,0
217658,217658,8,Female,54528000.0,none,22,inactive,0
227043,227043,50,Male,56918000.0,24_subsistence_ag_155,24,subsistence_ag,0
136156,136156,98,Female,34045000.0,13_student_31,13,student,0
434034,434034,12,Male,106451000.0,59_student_28,59,student,1
422706,422706,15,Male,103897000.0,57_student_53,57,student,1
555709,555709,33,Male,137028000.0,2_transport_sector_17,2,transport_sector,0
546900,546900,24,Female,134762000.0,2_student_97,2,student,0
