Work contacts yesterday,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,39,40,42,43,45,46,48,50,52,53,54,55,57,60,61,62,70,71,75,80,84,85,90,98,100,110,120,124,134,150,175,200,250,280,340,370,400
ag_estates,0.0,0.06,0.055,0.083,0.064,0.14300000000000002,0.09300000000000001,0.045,0.021,0.021,0.095,0.002,0.017,0.005,0.017,0.052000000000000005,0.01,0.0,0.005,0.005,0.064,0.0,0.0,0.002,0.006999999999999999,0.017,0.0,0.002,0.002,0.0,0.024,0.0,0.0,0.0,0.0,0.019,0.0,0.002,0.0,0.002,0.0,0.002,0.002,0.0,0.031,0.002,0.0,0.002,0.0,0.0,0.006999999999999999,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manu_mining_trades,0.004,0.073,0.065,0.085,0.049,0.11,0.08900000000000001,0.027999999999999997,0.049,0.024,0.106,0.0,0.008,0.012,0.012,0.073,0.004,0.004,0.0,0.004,0.053,0.004,0.0,0.0,0.004,0.027999999999999997,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.016,0.0,0.0,0.004,0.0,0.0,0.016,0.0,0.004,0.0,0.0,0.0,0.008,0.0,0.0,0.004,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0
police_army,0.0,0.0,0.025,0.125,0.05,0.075,0.025,0.125,0.075,0.1,0.05,0.0,0.025,0.025,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
education,0.016,0.0,0.008,0.016,0.016,0.07200000000000001,0.016,0.016,0.032,0.0,0.048,0.0,0.016,0.0,0.0,0.055999999999999994,0.0,0.0,0.04,0.0,0.07200000000000001,0.0,0.008,0.024,0.0,0.032,0.0,0.0,0.016,0.008,0.055999999999999994,0.0,0.008,0.008,0.008,0.032,0.0,0.0,0.016,0.0,0.0,0.04,0.008,0.008,0.096,0.0,0.0,0.0,0.016,0.024,0.024,0.008,0.008,0.0,0.008,0.0,0.008,0.0,0.016,0.0,0.008,0.032,0.008,0.0,0.0,0.008,0.0,0.0,0.024,0.0,0.0,0.0,0.008,0.008
healthcare_social_work,0.0,0.024,0.095,0.0,0.024,0.024,0.11900000000000001,0.0,0.11900000000000001,0.024,0.11900000000000001,0.0,0.024,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.11900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.024,0.0,0.0,0.0
service_retail,0.0,0.027000000000000003,0.031,0.085,0.057999999999999996,0.076,0.062,0.04,0.049,0.013000000000000001,0.11599999999999999,0.0,0.004,0.0,0.0,0.062,0.0,0.0,0.004,0.004,0.098,0.0,0.0,0.004,0.0,0.018000000000000002,0.0,0.0,0.0,0.0,0.057999999999999996,0.004,0.0,0.0,0.004,0.009000000000000001,0.0,0.0,0.036000000000000004,0.004,0.0,0.004,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.004,0.0,0.004,0.0,0.0,0.009000000000000001,0.0,0.0,0.009000000000000001,0.004,0.0,0.0,0.0,0.057999999999999996,0.0,0.0,0.0,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
informal_petty trade,0.0,0.026000000000000002,0.042,0.052000000000000005,0.052000000000000005,0.08800000000000001,0.039,0.016,0.055999999999999994,0.01,0.105,0.003,0.028999999999999998,0.003,0.006999999999999999,0.08199999999999999,0.0,0.0,0.01,0.003,0.085,0.003,0.0,0.003,0.0,0.033,0.003,0.0,0.003,0.003,0.062,0.0,0.003,0.0,0.0,0.006999999999999999,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.003,0.01,0.0,0.0,0.0,0.0,0.042,0.0,0.003,0.0,0.0,0.006999999999999999,0.003,0.003,0.003,0.0,0.0,0.0,0.0
subsistence_ag,0.0,0.24,0.32,0.053,0.12,0.08,0.027000000000000003,0.0,0.027000000000000003,0.0,0.013000000000000001,0.0,0.027000000000000003,0.0,0.0,0.013000000000000001,0.013000000000000001,0.0,0.0,0.0,0.013000000000000001,0.013000000000000001,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unemployed_not_ag,0.0,0.121,0.136,0.136,0.061,0.076,0.091,0.015,0.03,0.0,0.076,0.015,0.0,0.0,0.015,0.045,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
