weekday,home_region,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60
0,d_24,0,1.9631,1.9631,1.9631,1.9631,1.9631,1.9631,1.9631,1.9631,2.9117999,2.9117999,2.9117999,2.984,4.3116002,11.6754,18.6651,18.6651,19.933201,19.957199,28.054701,37.053902,41.095001,41.1343,99.799103,99.799103,99.814499,99.814499,99.814499,99.814499,99.814499,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,d_24,0,2.4003,2.4003,2.4003,2.4003,2.4003,2.4003,2.4003,2.4003,3.3203001,3.3203001,3.3203001,3.3787999,4.6693001,11.8429,18.837999,18.837999,20.1947,20.2334,27.9583,37.483299,41.703499,41.712399,99.805801,99.805801,99.824898,99.824898,99.824898,99.824898,99.824898,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
2,d_24,0,1.8772,1.8772,1.8772,1.8772,1.8772,1.8772,1.8772,1.8772,2.9428999,2.9428999,2.9428999,2.9660001,4.1355,11.2529,18.2157,18.2157,19.4944,19.550699,27.338499,37.603001,41.683601,41.683601,99.864601,99.864601,99.864601,99.864601,99.864601,99.864601,99.864601,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_24,0,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,1.6795,2.6558001,2.6558001,2.6558001,2.7284,4.1991,12.0489,19.3564,19.3564,20.485701,20.570299,28.781401,38.6712,42.607498,42.618198,99.8554,99.8554,99.8554,99.8554,99.8554,99.8554,99.8554,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_24,0,1.8034,1.8034,1.8034,1.8034,1.8034,1.8034,1.8034,1.8034,2.8771,2.8771,2.8771,2.9493001,4.2111001,11.4317,19.0373,19.0373,20.208401,20.2736,27.9606,38.070499,42.046501,42.055302,99.842598,99.842598,99.842598,99.842598,99.842598,99.842598,99.842598,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_24,0,1.9711,1.9711,1.9711,1.9711,1.9711,1.9711,1.9711,1.9711,2.9695001,2.9695001,2.9695001,3.0516,4.4576001,12.265,19.9547,19.9547,21.2596,21.3559,29.369499,39.698898,43.752201,43.777901,99.822403,99.822403,99.851601,99.851601,99.851601,99.851601,99.851601,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6,d_24,0,1.9685,1.9685,1.9685,1.9685,1.9685,1.9685,1.9685,1.9685,3.0195,3.0195,3.0195,3.1143,4.5117002,12.3551,19.6084,19.6084,20.851,20.888901,29.187099,39.4361,43.616199,43.648499,99.8302,99.8302,99.845901,99.845901,99.845901,99.845901,99.845901,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_25,0.007,3.9748001,5.8185,5.8185,5.8185,18.021601,18.240499,18.2971,18.2971,18.2971,18.2971,18.2971,18.3288,18.3288,18.3288,18.3288,29.312201,29.954901,50.080601,50.080601,50.851898,50.851898,52.5121,52.5121,99.455803,99.549103,99.564003,99.5793,99.5793,99.6008,99.883301,99.883301,99.883301,99.883301,99.899101,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.909599,99.954498,99.954498,99.954498,100,100,100,100,100
1,d_25,0,3.4361999,5.1549001,5.1549001,5.1549001,17.143801,17.2936,17.32,17.32,17.32,17.32,17.32,17.3286,17.3286,17.3286,17.3286,27.473,28.0002,48.567799,48.567799,49.295502,49.295502,50.733398,50.733398,99.724098,99.794899,99.794899,99.794899,99.794899,99.794899,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,99.991402,100,100,100,100,100,100,100,100
2,d_25,0,2.7321999,4.3733001,4.3733001,4.3733001,18.415001,18.583401,18.637899,18.637899,18.637899,18.637899,18.637899,18.6556,18.6556,18.6556,18.6556,30.4072,30.8174,52.217602,52.217602,52.902,52.902,54.086601,54.086601,99.789398,99.8368,99.8368,99.8368,99.8368,99.8368,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
3,d_25,0,2.4951999,4.2206001,4.2206001,4.2206001,18.676001,18.8272,18.847601,18.847601,18.847601,18.847601,18.847601,18.847601,18.847601,18.847601,18.847601,30.157301,30.514099,51.547501,51.547501,52.115002,52.115002,53.497299,53.497299,99.814903,99.856796,99.856796,99.856796,99.856796,99.856796,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
4,d_25,0,2.5320001,4.2779999,4.2779999,4.2779999,15.6833,15.8523,15.8963,15.8963,15.8963,15.8963,15.8963,15.8963,15.8963,15.8963,15.8963,26.8619,27.2677,49.1035,49.1035,49.6287,49.6287,50.949501,50.949501,99.803001,99.851303,99.851303,99.851303,99.851303,99.851303,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
5,d_25,0,2.8749001,4.9457002,4.9457002,4.9457002,18.002701,18.1761,18.222,18.222,18.222,18.222,18.222,18.2318,18.2318,18.2318,18.2318,29.273899,29.7285,52.255798,52.255798,52.929001,52.929001,54.4482,54.4482,99.697304,99.789001,99.789001,99.789001,99.789001,99.789001,99.9813,99.9813,99.9813,99.9813,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,99.990402,100,100,100,100,100,100,100,100
6,d_25,0,3.3006001,5.3505001,5.3505001,5.3505001,17.4044,17.5464,17.5874,17.5874,17.5874,17.5874,17.5874,17.5979,17.5979,17.5979,17.5979,28.57,29.1001,51.507301,51.507301,52.164398,52.164398,53.722801,53.722801,99.729698,99.793602,99.793602,99.793602,99.793602,99.793602,99.984596,99.984596,99.984596,99.984596,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,d_26,0.3335,11.6814,11.6853,11.6853,11.6853,11.7549,11.7969,11.8152,11.8179,11.9245,11.9245,11.942,12.1932,12.2208,12.2208,12.2585,13.644,14.1868,14.3401,14.3484,14.4492,14.4787,19.600599,19.605,19.6208,76.589996,76.725998,85.887901,85.892197,86.563004,96.868698,96.868698,96.870399,96.9021,96.933098,96.988197,96.992203,96.992203,96.992203,96.992203,97.008499,97.014801,97.014801,97.014801,97.139503,97.153397,97.159302,97.1633,97.291397,97.310997,97.310997,97.388,97.433601,97.510902,97.655602,98.596901,99.812302,99.8209,99.936302,100
1,d_26,0.32859999,14.9532,14.9551,14.9551,14.9551,15.0168,15.0598,15.0795,15.0795,15.1823,15.1871,15.2025,15.4627,15.4845,15.4845,15.5108,16.828501,17.3272,17.468,17.4701,17.5555,17.5828,22.4755,22.4781,22.493,75.739899,75.872002,85.409698,85.4123,86.099602,96.931801,96.931801,96.931801,96.956398,96.978699,97.026703,97.031502,97.031502,97.031502,97.031502,97.048599,97.055901,97.055901,97.055901,97.157799,97.187401,97.1922,97.196297,97.315598,97.343697,97.343697,97.409698,97.452103,97.530197,97.678596,98.546799,99.824303,99.832001,99.943199,100
2,d_26,0.3177,13.1297,13.1297,13.1297,13.1297,13.188,13.2217,13.241,13.241,13.3352,13.3381,13.3559,13.6023,13.6207,13.6207,13.6524,14.9377,15.3843,15.52,15.5222,15.6103,15.6283,20.511801,20.511801,20.528099,75.790298,75.930496,85.478104,85.482903,86.1213,97.011101,97.011101,97.011101,97.042397,97.067299,97.111504,97.111504,97.111504,97.111504,97.111504,97.134598,97.139198,97.139198,97.139198,97.2351,97.254204,97.261902,97.261902,97.381401,97.407204,97.407204,97.471001,97.515701,97.5998,97.759003,98.585999,99.789101,99.805199,99.925499,100
3,d_26,0.2938,12.738,12.7412,12.7412,12.7412,12.8071,12.8517,12.8697,12.8721,12.9664,12.9664,12.981,13.2048,13.2307,13.2307,13.2591,14.4334,14.868,15.0003,15.0033,15.0788,15.1,20.1479,20.150499,20.167999,75.732803,75.8451,85.251503,85.257896,85.847702,97.110001,97.110001,97.110001,97.140099,97.165802,97.210701,97.216698,97.216698,97.216698,97.216698,97.227997,97.2314,97.2314,97.2314,97.328598,97.355797,97.355797,97.358498,97.476097,97.499397,97.499397,97.567101,97.605797,97.709297,97.8545,98.645599,99.823502,99.8302,99.940903,100
4,d_26,0.31130001,13.2164,13.2164,13.2164,13.2164,13.2751,13.3159,13.3294,13.3294,13.4187,13.4187,13.4373,13.7386,13.7545,13.7545,13.7822,15.209,15.665,15.7878,15.7878,15.8724,15.8902,20.698,20.698,20.712799,75.506897,75.631203,85.202103,85.206299,85.834099,96.966797,96.966797,96.966797,97.0009,97.042099,97.107002,97.117897,97.117897,97.117897,97.117897,97.130699,97.133797,97.133797,97.133797,97.232803,97.257401,97.260201,97.260201,97.382698,97.411301,97.411301,97.4786,97.535896,97.632698,97.783096,98.609596,99.8218,99.827797,99.9375,100
5,d_26,0.38980001,14.1361,14.1442,14.1442,14.1442,14.2261,14.2826,14.3062,14.3087,14.4048,14.4048,14.4264,14.7134,14.7322,14.7322,14.7693,16.1467,16.6835,16.855499,16.8577,16.957199,16.9869,21.783001,21.788,21.8095,74.763702,74.891098,84.798103,84.806396,85.487602,96.564796,96.564796,96.564796,96.595001,96.6315,96.690903,96.692802,96.692802,96.692802,96.692802,96.705498,96.710503,96.710503,96.710503,96.839699,96.854698,96.854698,96.857101,96.991798,97.010696,97.010696,97.090103,97.1446,97.241402,97.421204,98.396698,99.7836,99.799301,99.929298,100
6,d_26,0.3044,13.7045,13.7083,13.7083,13.7083,13.7935,13.8376,13.861,13.8635,13.9742,13.9791,13.9994,14.3098,14.3345,14.3345,14.3722,15.8747,16.4951,16.6735,16.683701,16.8039,16.841,21.726801,21.7383,21.7616,75.303902,75.4133,85.024696,85.0317,85.714203,96.943802,96.943802,96.943802,96.956497,96.9907,97.0383,97.0383,97.0383,97.0383,97.0383,97.050797,97.053902,97.058197,97.058197,97.155098,97.184303,97.1884,97.190399,97.296997,97.331497,97.331497,97.388298,97.432503,97.538498,97.711197,98.567596,99.834198,99.8414,99.943001,100
0,d_27,0,1.5596,1.5596,1.5596,1.5596,1.5664999,1.5664999,1.5664999,1.5664999,1.5733,1.5733,1.5733,1.6444,1.6444,1.6444,1.6444,1.6473,1.7434,1.7551,1.7551,1.7551,1.7551,1.7868,1.7868,1.7868,1.9867001,89.442596,89.553101,92.017998,98.559097,99.482201,99.482201,99.482201,99.482201,99.482201,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.488602,99.873199,99.873199,99.927101,100,100,100,100
1,d_27,0,1.4651,1.4651,1.4651,1.4651,1.4651,1.4651,1.4651,1.4651,1.4686,1.4686,1.4686,1.5470001,1.5470001,1.5470001,1.5470001,1.5470001,1.6274,1.6407,1.6407,1.6482,1.6482,1.6839,1.6839,1.6839,1.8827,89.167099,89.281303,91.751404,98.618401,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.593697,99.888603,99.888603,99.9356,100,100,100,100
2,d_27,0,1.5314,1.5314,1.5314,1.5314,1.5354,1.5354,1.5354,1.5354,1.5354,1.5354,1.5354,1.6169,1.6169,1.6169,1.6169,1.6169,1.693,1.6981,1.6981,1.6981,1.6981,1.7235,1.7235,1.7235,1.8915,90.156303,90.279701,92.502098,98.6157,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.5261,99.862396,99.862396,99.924202,99.988701,99.988701,100,100
3,d_27,0,1.4704,1.4704,1.4704,1.4704,1.4744999,1.4744999,1.4744999,1.4744999,1.4744999,1.4744999,1.4744999,1.5542001,1.5542001,1.5542001,1.5542001,1.5542001,1.6414,1.6463,1.6463,1.6463,1.6463,1.6774,1.6774,1.6774,1.8611,88.7369,88.8815,92.096001,98.576401,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.489304,99.8964,99.8964,99.943398,100,100,100,100
4,d_27,0,1.4971,1.4971,1.4971,1.4971,1.5057,1.5108,1.5108,1.5108,1.5193,1.5193,1.5225,1.6157,1.6157,1.6157,1.6157,1.6206,1.7003,1.7162,1.7162,1.72,1.72,1.75,1.75,1.75,1.9175,88.816597,88.941399,91.6614,98.447304,99.364098,99.364098,99.364098,99.367203,99.372002,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.375198,99.379402,99.869797,99.869797,99.928398,99.9963,99.9963,100,100
5,d_27,0,1.7407,1.7407,1.7407,1.7407,1.7481,1.7481,1.7481,1.7481,1.7517,1.7517,1.7517,1.844,1.844,1.844,1.844,1.8527,1.9402,1.9561,1.9561,1.9598,1.9598,1.9956,1.9956,1.9956,2.2295001,88.212601,88.3675,91.3256,98.330101,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.447601,99.864799,99.868698,99.922897,99.996902,99.996902,100,100
6,d_27,0,1.6076,1.6076,1.6076,1.6076,1.6126,1.6168,1.6168,1.6168,1.6269,1.6269,1.6269,1.7082,1.7082,1.7082,1.7082,1.7121,1.8135,1.8311,1.8311,1.8396,1.8396,1.8683,1.8683,1.8683,2.0555,88.992203,89.099701,91.901299,98.517601,99.5438,99.5438,99.5438,99.5438,99.5438,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.546997,99.895103,99.895103,99.938698,100,100,100,100
0,d_28,0.34119999,2.9658999,2.9658999,2.9658999,2.9658999,2.9930999,3.0099001,3.0139999,3.0139999,3.0509,3.0534999,3.0534999,3.1296,3.1352999,3.1352999,3.1431,8.0462999,8.2263002,8.2778997,8.2778997,8.3081999,8.3128996,9.8942003,9.8942003,9.8942003,19.0054,19.1036,86.725098,86.7276,87.166603,88.107803,88.107803,88.107803,88.164703,88.181602,88.2472,88.256203,88.256203,88.256203,88.256203,88.269302,88.274101,88.274101,88.274101,88.399002,88.419601,88.4216,88.423698,88.557503,88.5718,88.5718,88.652298,88.846397,90.505997,93.790604,94.995102,99.709198,99.721802,99.911201,100
1,d_28,0.33140001,3.1779001,3.1779001,3.1779001,3.1779001,3.2014,3.2156999,3.2177999,3.2177999,3.2520001,3.2520001,3.2520001,3.3303001,3.3303001,3.3303001,3.3350999,7.8288002,7.9745002,8.0145998,8.0145998,8.0446997,8.0476999,9.4568996,9.4568996,9.4568996,18.853399,18.9156,86.451698,86.451698,86.913399,87.920197,87.920197,87.920197,87.978302,87.988701,88.032898,88.042801,88.042801,88.042801,88.042801,88.055199,88.059799,88.059799,88.059799,88.1661,88.208099,88.210999,88.218399,88.343803,88.365097,88.365097,88.442299,88.610901,90.317802,93.695198,94.805801,99.725403,99.737396,99.9245,100
2,d_28,0.3073,2.7722001,2.7722001,2.7722001,2.7722001,2.7929001,2.8039999,2.8039999,2.8039999,2.8368001,2.8368001,2.8368001,2.9030001,2.9073,2.9073,2.9170001,6.9176002,7.0482001,7.0893002,7.0893002,7.1128998,7.1128998,8.5495005,8.5495005,8.5495005,17.473301,17.5613,86.691299,86.691299,87.136002,88.028999,88.028999,88.028999,88.088402,88.095497,88.143997,88.155998,88.155998,88.155998,88.155998,88.169403,88.172096,88.172096,88.172096,88.273903,88.308403,88.313599,88.313599,88.435699,88.453598,88.453598,88.525101,88.689301,90.496498,93.930099,95.004097,99.677597,99.6968,99.894997,100
3,d_28,0.2886,2.7234001,2.7234001,2.7234001,2.7234001,2.7506001,2.7656,2.7656,2.7656,2.8027,2.8027,2.8027,2.865,2.865,2.865,2.8741,6.2361002,6.3555999,6.3971,6.3971,6.4250998,6.4306998,7.7845998,7.7845998,7.7845998,16.9942,17.057199,86.266502,86.266502,86.716202,87.683601,87.683601,87.683601,87.729698,87.7397,87.789398,87.7994,87.7994,87.7994,87.7994,87.808899,87.811897,87.811897,87.811897,87.9114,87.951103,87.953796,87.960197,88.082298,88.092903,88.092903,88.164497,88.337898,90.345497,94.105103,95.089996,99.764397,99.775101,99.934196,100
4,d_28,0.31900001,2.9784,2.9784,2.9784,2.9784,3.0013001,3.0144999,3.0144999,3.0144999,3.0497,3.0497,3.0497,3.1287999,3.1287999,3.1287999,3.1352999,7.5475998,7.6943998,7.7354002,7.7354002,7.7641001,7.7641001,9.2686005,9.2686005,9.2686005,18.8501,18.943899,85.625397,85.625397,86.101501,87.137901,87.137901,87.137901,87.195999,87.220497,87.286903,87.299301,87.299301,87.299301,87.299301,87.304901,87.307098,87.307098,87.307098,87.416901,87.4543,87.456596,87.456596,87.586502,87.605103,87.607597,87.681396,87.8834,90.221497,93.762901,94.844002,99.743797,99.755402,99.927498,100
5,d_28,0.39739999,3.8518,3.8561001,3.8561001,3.8561001,3.8919001,3.9233,3.9296999,3.9296999,3.9734001,3.9734001,3.9790001,4.0651999,4.0651999,4.0651999,4.0804,8.6213999,8.8289003,8.8951998,8.8951998,8.9355001,8.9427996,10.3832,10.3832,10.3832,20.9853,21.0702,85.368698,85.376198,85.862198,87.067596,87.067596,87.067596,87.136497,87.158501,87.235497,87.249298,87.249298,87.249298,87.249298,87.257301,87.262497,87.262497,87.262497,87.399498,87.433502,87.435799,87.438202,87.5867,87.600403,87.600403,87.690903,87.886398,89.772697,93.163902,94.465599,99.677696,99.6987,99.909698,100
6,d_28,0.32910001,3.4075,3.4110999,3.4110999,3.4110999,3.4363999,3.4472001,3.4472001,3.4472001,3.4893999,3.4893999,3.4918001,3.5867,3.5888,3.5888,3.6015999,8.4223003,8.6124001,8.6638002,8.6660004,8.6997995,8.7024002,10.3048,10.3048,10.3048,20.42,20.481701,85.934097,85.934097,86.380798,87.517303,87.517303,87.517303,87.545799,87.569199,87.619499,87.619499,87.619499,87.619499,87.619499,87.6241,87.626198,87.626198,87.626198,87.733498,87.778099,87.778099,87.7836,87.903,87.915901,87.915901,87.978203,88.1772,90.124001,93.368401,94.509399,99.729897,99.745598,99.916702,100
0,d_29,0,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.8865,0.92690003,8.3936005,8.4054003,97.873596,98.597397,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,98.948799,99.987198,100,100,100,100,100,100
1,d_29,0,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.89579999,0.96499997,8.2356997,8.2483997,98.044899,98.709099,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,99.008003,100,100,100,100,100,100,100
2,d_29,0,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6771,0.6961,7.3344002,7.3344002,98.287903,98.780502,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,98.9776,100,100,100,100,100,100,100
3,d_29,0,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,0.6142,7.6019001,7.6164999,98.366798,98.849197,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,99.024803,100,100,100,100,100,100,100
4,d_29,0,0.71399999,0.71399999,0.71399999,0.71399999,0.71399999,0.71399999,0.71399999,0.71399999,0.71399999,0.71399999,0.71399999,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.72780001,0.75230002,9.8945999,9.8945999,98.022499,98.610199,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,98.863403,100,100,100,100,100,100,100
5,d_29,0,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.82560003,0.88410002,9.2985001,9.2985001,97.955498,98.622002,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,98.954903,99.989098,100,100,100,100,100,100
6,d_29,0,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.76630002,0.77890003,9.3748999,9.3748999,97.955498,98.617996,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,98.950401,99.988602,99.988602,99.988602,100,100,100,100
0,d_3,0.1498,1.5465,65.704201,69.315804,71.708504,74.395302,79.679703,79.945198,79.980499,79.980499,79.980499,79.980499,79.980499,79.980499,79.980499,79.980499,86.402802,86.529602,86.795998,86.795998,86.841904,86.841904,87.3349,87.3349,88.345497,88.374901,88.374901,88.378998,88.378998,88.383499,88.482201,91.609901,91.68,91.805199,98.335701,98.986198,99.040497,99.080597,99.080597,99.080597,99.080597,99.080597,99.080597,99.080597,99.119202,99.209198,99.209198,99.209198,99.255302,99.255302,99.255302,99.299599,99.568398,99.568398,99.568398,99.838898,99.8955,99.899399,99.9291,100
1,d_3,0.1154,1.3532,66.082802,69.774002,72.259598,75.137299,80.322197,80.556503,80.581902,80.581902,80.581902,80.581902,80.581902,80.581902,80.581902,80.581902,86.813904,86.911301,87.108299,87.108299,87.141998,87.141998,87.524902,87.524902,88.4767,88.501999,88.501999,88.5159,88.5159,88.5159,88.585503,91.861198,91.919502,92.035301,98.6875,99.240501,99.284203,99.314003,99.314003,99.314003,99.314003,99.314003,99.314003,99.314003,99.314003,99.418297,99.418297,99.418297,99.448799,99.448799,99.448799,99.472298,99.657402,99.657402,99.657402,99.848801,99.9067,99.9067,99.9338,100
2,d_3,0.082800001,1.0904,66.812897,70.439796,72.797096,75.638901,81.171997,81.387199,81.391701,81.391701,81.391701,81.391701,81.391701,81.391701,81.391701,81.391701,88.198502,88.279999,88.4683,88.4683,88.504601,88.504601,88.833199,88.833199,89.693199,89.697701,89.697701,89.697701,89.697701,89.697701,89.765297,92.778297,92.833801,92.941002,98.7677,99.301697,99.348396,99.366898,99.366898,99.366898,99.366898,99.366898,99.366898,99.366898,99.372101,99.4683,99.4683,99.4683,99.493301,99.493301,99.493301,99.505096,99.695602,99.695602,99.695602,99.876999,99.916397,99.916397,99.941597,100
3,d_3,0.073399998,0.94889998,64.962601,68.800598,71.236,74.261597,80.632401,80.833801,80.833801,80.833801,80.833801,80.833801,80.833801,80.833801,80.833801,80.833801,87.417801,87.489601,87.636299,87.636299,87.677902,87.684303,87.9813,87.9813,88.846802,88.857101,88.857101,88.857101,88.857101,88.857101,88.912697,92.198601,92.256699,92.349602,98.822403,99.363602,99.409401,99.447701,99.447701,99.447701,99.447701,99.447701,99.447701,99.447701,99.447701,99.563103,99.563103,99.563103,99.579498,99.579498,99.579498,99.590401,99.744003,99.744003,99.744003,99.886299,99.927498,99.927498,99.938202,100
4,d_3,0.088200003,0.97839999,66.007896,69.624298,72.017303,74.828003,80.360298,80.5737,80.601303,80.601303,80.601303,80.601303,80.601303,80.601303,80.601303,80.601303,87.2407,87.320297,87.489304,87.489304,87.514999,87.514999,87.826202,87.826202,88.743599,88.748901,88.748901,88.748901,88.748901,88.748901,88.803802,92.0326,92.0905,92.195396,98.793999,99.347504,99.400002,99.423698,99.423698,99.423698,99.423698,99.423698,99.423698,99.423698,99.4282,99.5149,99.5149,99.5149,99.544502,99.544502,99.544502,99.575798,99.733597,99.733597,99.733597,99.880203,99.9105,99.914497,99.931297,100
5,d_3,0.1019,1.1165,64.9776,68.695503,71.174896,74.158897,79.688103,79.964897,79.984001,79.984001,79.984001,79.984001,79.984001,79.984001,79.984001,79.984001,86.323601,86.430901,86.637497,86.637497,86.682602,86.682602,87.052696,87.052696,88.041901,88.060799,88.060799,88.060799,88.060799,88.060799,88.124496,91.371399,91.430298,91.547897,98.4795,99.1642,99.220497,99.267799,99.267799,99.267799,99.267799,99.267799,99.267799,99.267799,99.273003,99.356003,99.356003,99.356003,99.396301,99.396301,99.396301,99.435898,99.654701,99.654701,99.654701,99.839104,99.886497,99.896202,99.919197,100
