weekday,home_region,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60
0,d_38,0.050099999,0.62010002,0.67970002,0.69730002,0.74129999,0.74129999,0.79210001,0.79210001,0.79210001,0.79210001,0.79210001,0.79210001,0.79210001,0.79210001,0.79210001,0.79210001,1.0764,1.0822999,1.0822999,1.0822999,1.0822999,1.0822999,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.2825,1.3283,7.9445,12.5293,12.8149,13.4218,31.549,31.6686,99.717102,99.717102,99.717102,99.717102,99.717102,99.717102,99.717102,99.717102,99.786301,99.786301,99.786301,99.796997,99.796997,99.796997,99.796997,99.8368,99.8368,99.8368,99.893303,99.893303,99.893303,99.9263,100
1,d_38,0.028000001,0.57209998,0.62269998,0.62269998,0.67159998,0.67159998,0.67739999,0.67739999,0.67739999,0.67739999,0.67739999,0.67739999,0.67739999,0.67739999,0.67739999,0.67739999,0.9393,0.94569999,0.94569999,0.94569999,0.94569999,0.94569999,1.1210999,1.1210999,1.1210999,1.1210999,1.1210999,1.1210999,1.1210999,1.1210999,1.1432,7.7639999,12.2415,12.5086,13.0532,31.370199,31.4589,99.775299,99.775299,99.775299,99.775299,99.775299,99.775299,99.775299,99.775299,99.825401,99.825401,99.825401,99.825401,99.825401,99.825401,99.825401,99.849297,99.849297,99.849297,99.904701,99.904701,99.904701,99.941704,100
2,d_38,0.0276,0.51160002,0.54549998,0.54549998,0.58069998,0.58069998,0.62309998,0.62309998,0.62309998,0.62309998,0.62309998,0.62309998,0.62309998,0.62309998,0.62309998,0.62309998,0.86610001,0.86610001,0.86610001,0.86610001,0.86610001,0.86610001,1.0272,1.0272,1.0272,1.0272,1.0272,1.0272,1.0272,1.0272,1.0329,8.2203999,12.2377,12.4351,12.9523,33.078999,33.151699,99.820396,99.820396,99.820396,99.820396,99.820396,99.820396,99.820396,99.820396,99.880402,99.880402,99.880402,99.880402,99.880402,99.880402,99.880402,99.904099,99.904099,99.904099,99.9338,99.9338,99.9338,99.939499,100
3,d_38,0,0.41330001,0.45860001,0.45860001,0.48550001,0.48550001,0.49529999,0.49529999,0.49529999,0.49529999,0.49529999,0.49529999,0.49529999,0.49529999,0.49529999,0.49529999,0.71469998,0.71469998,0.71469998,0.71469998,0.71469998,0.71469998,0.85549998,0.85549998,0.85549998,0.85549998,0.85549998,0.85549998,0.85549998,0.85549998,0.8732,7.3332,11.0255,11.2179,11.6932,30.776699,30.870001,99.825401,99.825401,99.825401,99.825401,99.825401,99.825401,99.825401,99.825401,99.859802,99.859802,99.859802,99.859802,99.859802,99.859802,99.859802,99.884598,99.884598,99.884598,99.925003,99.925003,99.925003,99.947601,100
4,d_38,0.025,0.4747,0.50569999,0.50569999,0.54509997,0.54509997,0.55940002,0.55940002,0.55940002,0.55940002,0.55940002,0.55940002,0.55940002,0.55940002,0.55940002,0.55940002,0.78619999,0.78619999,0.78619999,0.78619999,0.78619999,0.78619999,0.94099998,0.94099998,0.94099998,0.94099998,0.94099998,0.94099998,0.94099998,0.94099998,0.95529997,7.9366999,11.7578,11.9794,12.5538,30.859699,30.920099,99.863403,99.863403,99.863403,99.863403,99.863403,99.863403,99.863403,99.863403,99.891296,99.891296,99.891296,99.891296,99.891296,99.891296,99.891296,99.904701,99.904701,99.904701,99.935097,99.935097,99.935097,99.947502,100
5,d_38,0.021299999,0.484,0.54500002,0.55190003,0.59920001,0.59920001,0.64920002,0.64920002,0.64920002,0.64920002,0.64920002,0.64920002,0.64920002,0.64920002,0.64920002,0.64920002,0.91060001,0.91060001,0.91060001,0.91060001,0.91060001,0.91060001,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.092,1.1121,7.8084002,11.5616,11.7944,12.5103,30.521601,30.6157,99.786201,99.786201,99.786201,99.786201,99.786201,99.786201,99.786201,99.786201,99.825104,99.825104,99.825104,99.831497,99.831497,99.831497,99.831497,99.873596,99.873596,99.873596,99.911499,99.911499,99.911499,99.936897,100
6,d_38,0.020300001,0.47960001,0.52219999,0.52219999,0.55110002,0.55110002,0.56510001,0.56510001,0.56510001,0.56510001,0.56510001,0.56510001,0.56510001,0.56510001,0.56510001,0.56510001,0.83990002,0.83990002,0.83990002,0.83990002,0.83990002,0.83990002,0.99080002,0.99080002,0.99080002,0.99080002,0.99080002,0.99080002,0.99080002,0.99080002,1.0104001,7.3790002,11.375,11.5967,12.1841,30.5259,30.615801,99.715698,99.715698,99.715698,99.715698,99.715698,99.715698,99.715698,99.715698,99.787201,99.787201,99.787201,99.787201,99.787201,99.787201,99.787201,99.836899,99.836899,99.836899,99.890099,99.899002,99.899002,99.947899,100
0,d_39,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,0.80680001,94.578003,94.613899,98.109802,98.476997,98.476997,98.476997,98.557098,98.557098,98.557098,98.557098,98.557098,98.557098,98.557098,98.557098,98.557098,99.974403,100,100,100,100,100,100
1,d_39,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,0.7137,94.757599,94.769501,98.193604,98.527802,98.527802,98.527802,98.585999,98.585999,98.585999,98.585999,98.585999,98.585999,98.585999,98.585999,98.585999,99.937103,100,100,100,100,100,100
2,d_39,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,0.65149999,95.082199,95.082199,98.314102,98.621002,98.621002,98.621002,98.668602,98.668602,98.668602,98.668602,98.668602,98.668602,98.668602,98.668602,98.668602,100,100,100,100,100,100,100
3,d_39,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,0.82770002,94.7547,94.791801,98.311798,98.798599,98.798599,98.798599,98.817001,98.817001,98.817001,98.817001,98.817001,98.817001,98.817001,98.817001,98.817001,100,100,100,100,100,100,100
4,d_39,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,0.74830002,94.966003,94.966003,98.354103,98.646599,98.646599,98.646599,98.677101,98.677101,98.677101,98.677101,98.677101,98.677101,98.677101,98.677101,98.677101,99.974701,100,100,100,100,100,100
5,d_39,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,0.87559998,94.342201,94.392601,97.936302,98.358398,98.358398,98.358398,98.499702,98.499702,98.499702,98.499702,98.499702,98.499702,98.499702,98.499702,98.499702,99.964104,100,100,100,100,100,100
6,d_39,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,0.60519999,94.848,94.864998,98.301102,98.574402,98.574402,98.574402,98.617798,98.617798,98.617798,98.617798,98.617798,98.617798,98.617798,98.617798,98.617798,100,100,100,100,100,100,100
0,d_4,0.0043,0.27970001,4.1833,70.073097,77.769402,78.029602,98.279198,98.580002,98.602203,98.602203,98.602203,98.602203,98.602203,98.602203,98.602203,98.602203,98.602203,98.697601,98.816902,98.816902,98.903297,98.903297,98.908897,98.908897,98.908897,98.908897,98.908897,98.908897,98.908897,98.908897,98.917297,99.385902,99.4767,99.553802,99.578201,99.859001,99.898201,99.898201,99.898201,99.898201,99.898201,99.898201,99.898201,99.898201,99.898201,99.957298,99.957298,99.957298,99.957298,99.957298,99.957298,99.957298,99.957298,99.957298,99.957298,99.966202,99.966202,99.966202,99.966202,100
1,d_4,0.0055,0.27000001,4.2958999,69.343803,77.562698,77.798203,98.444199,98.777802,98.803596,98.803596,98.803596,98.803596,98.803596,98.803596,98.803596,98.803596,98.803596,98.892502,99.001404,99.001404,99.071602,99.071602,99.071602,99.071602,99.071602,99.071602,99.071602,99.071602,99.071602,99.071602,99.071602,99.526199,99.603203,99.6735,99.678398,99.902496,99.930099,99.934799,99.934799,99.934799,99.934799,99.934799,99.934799,99.934799,99.934799,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,99.985901,100
2,d_4,0.011,0.2429,4.4822001,68.187202,76.563599,76.773804,98.497704,98.7658,98.7658,98.7658,98.7658,98.7658,98.7658,98.7658,98.7658,98.7658,98.7658,98.842102,98.933296,98.933296,98.998299,98.998299,99.0028,99.0028,99.0028,99.0028,99.0028,99.0028,99.0028,99.0028,99.0075,99.445503,99.5308,99.607697,99.617798,99.869499,99.899101,99.899101,99.899101,99.899101,99.899101,99.899101,99.899101,99.899101,99.899101,99.972397,99.972397,99.972397,99.972397,99.972397,99.972397,99.977203,99.977203,99.977203,99.977203,99.977203,99.977203,99.977203,99.977203,100
3,d_4,0,0.2377,4.2268,68.751099,77.310204,77.525803,98.547302,98.818001,98.823898,98.823898,98.823898,98.823898,98.823898,98.823898,98.823898,98.823898,98.823898,98.919296,99.031998,99.031998,99.106697,99.106697,99.112801,99.112801,99.112801,99.112801,99.112801,99.112801,99.112801,99.112801,99.112801,99.536301,99.616402,99.671898,99.678802,99.9263,99.943604,99.943604,99.943604,99.943604,99.943604,99.943604,99.943604,99.943604,99.943604,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,99.975403,100
4,d_4,0.008,0.27360001,4.2094998,68.827003,76.989899,77.224503,98.385696,98.656799,98.680901,98.680901,98.680901,98.680901,98.680901,98.680901,98.680901,98.680901,98.680901,98.7771,98.895302,98.895302,98.955498,98.955498,98.963402,98.963402,98.963402,98.963402,98.963402,98.963402,98.963402,98.963402,98.968697,99.405197,99.488197,99.560699,99.604698,99.862297,99.905403,99.905403,99.905403,99.905403,99.905403,99.905403,99.905403,99.905403,99.905403,99.965202,99.965202,99.965202,99.965202,99.965202,99.965202,99.970802,99.970802,99.970802,99.970802,99.970802,99.970802,99.970802,99.970802,100
5,d_4,0.0144,0.33880001,4.3685999,68.244102,76.723801,77.011497,98.149002,98.474197,98.491203,98.491203,98.491203,98.491203,98.491203,98.491203,98.491203,98.491203,98.491203,98.607903,98.749901,98.749901,98.848396,98.848396,98.873199,98.873199,98.873199,98.873199,98.873199,98.873199,98.873199,98.873199,98.8825,99.376198,99.462402,99.531998,99.556099,99.858803,99.896202,99.896202,99.896202,99.896202,99.896202,99.896202,99.896202,99.896202,99.896202,99.952202,99.952202,99.952202,99.952202,99.952202,99.952202,99.952202,99.952202,99.952202,99.952202,99.957397,99.957397,99.957397,99.962898,100
6,d_4,0,0.233,4.2283001,69.464996,77.436897,77.665199,98.540604,98.853996,98.866203,98.866203,98.866203,98.866203,98.866203,98.866203,98.866203,98.866203,98.866203,98.945297,99.046799,99.046799,99.112099,99.112099,99.112099,99.112099,99.112099,99.112099,99.112099,99.112099,99.112099,99.112099,99.112099,99.552902,99.608597,99.673698,99.679703,99.9021,99.913498,99.918098,99.918098,99.918098,99.918098,99.918098,99.918098,99.918098,99.918098,99.963997,99.963997,99.963997,99.963997,99.963997,99.963997,99.963997,99.963997,99.963997,99.963997,99.970497,99.970497,99.970497,99.970497,100
0,d_40,8.4602003,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.4877005,8.5026999,8.5026999,8.5026999,8.5026999,8.5026999,8.5026999,8.5026999,8.5026999,8.5026999,8.5026999,8.5026999,8.5651999,86.564003,87.045303,88.573997,89.593697,89.593697,93.458397,93.458397,93.458397,93.537697,97.118896,97.118896,97.118896,99.533699,99.533699,99.533699,99.533699,99.759804,100,100,100,100
1,d_40,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2209997,9.2498999,87.199097,87.596603,89.222603,90.427597,90.427597,93.965797,93.965797,93.965797,93.998802,97.3992,97.3992,97.3992,99.582199,99.582199,99.582199,99.582199,99.766296,100,100,100,100
2,d_40,8.0538998,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0697002,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.0855999,8.1027002,87.236,87.673103,89.320503,90.442802,90.442802,93.947197,93.947197,93.947197,93.962402,97.508499,97.508499,97.508499,99.602997,99.602997,99.602997,99.602997,99.7948,100,100,100,100
3,d_40,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.0813999,8.1359997,86.844398,87.264503,88.780403,89.876198,89.876198,93.573997,93.573997,93.573997,93.630402,97.124496,97.124496,97.124496,99.626198,99.626198,99.626198,99.626198,99.817299,100,100,100,100
4,d_40,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.5396996,8.6134005,86.327797,86.760399,88.317001,89.415703,89.415703,93.164803,93.333,93.333,93.479599,96.796997,96.796997,96.796997,99.541801,99.541801,99.541801,99.541801,99.774803,100,100,100,100
5,d_40,10.1261,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.2044,10.241,10.241,10.2741,10.2741,10.2741,10.2741,10.2741,10.2741,10.2741,10.2741,10.2741,10.2741,10.2741,10.3664,85.891502,86.375298,87.991203,88.993202,88.993202,93.095703,93.142097,93.142097,93.209702,96.848198,96.848198,96.848198,99.482201,99.482201,99.482201,99.482201,99.767403,100,100,100,100
6,d_40,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1487999,9.1632004,86.071999,86.457603,87.987503,89.233002,89.233002,93.0979,93.0979,93.0979,93.0979,96.952904,96.952904,96.952904,99.487396,99.487396,99.487396,99.487396,99.733002,100,100,100,100
0,d_41,1.2005,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.3692,1.4220999,1.4220999,1.4359,1.4359,1.4359,1.4359,1.4359,1.4359,1.4359,1.4359,1.4359,1.4359,1.4359,2.415,2.5421,98.626602,99.303802,99.303802,99.363197,99.719299,99.727203,99.727203,99.739998,99.793999,99.793999,99.793999,99.856598,99.856598,99.856598,99.856598,99.969299,100,100,100,100
1,d_41,1.0662,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2460001,1.2907,1.2907,1.2995,1.2995,1.2995,1.2995,1.2995,1.2995,1.2995,1.2995,1.2995,1.2995,1.2995,2.2653999,2.3555,98.756302,99.469902,99.469902,99.513603,99.778801,99.778801,99.778801,99.778801,99.819397,99.819397,99.819397,99.863701,99.863701,99.863701,99.863701,99.966797,100,100,100,100
2,d_41,0.98220003,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1191,1.1445,1.1445,1.1445,1.1445,1.1445,1.1445,1.1445,1.1445,1.1445,1.1445,1.1445,1.1445,1.1445,2.1092,2.2196,98.788399,99.486298,99.486298,99.542,99.800201,99.805,99.805,99.809998,99.852997,99.852997,99.852997,99.8955,99.8955,99.8955,99.8955,99.978302,100,100,100,100
3,d_41,1.0671999,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.243,1.2885,1.2885,1.2939,1.2939,1.2939,1.2939,1.2939,1.2939,1.2939,1.2939,1.2939,1.2939,1.2939,2.2477,2.3638999,98.780098,99.500198,99.500198,99.552498,99.823898,99.823898,99.823898,99.823898,99.859596,99.859596,99.859596,99.897598,99.897598,99.897598,99.897598,99.989899,100,100,100,100
4,d_41,1.128,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.3199,1.3199,1.3427,1.3427,1.3427,1.3427,1.3427,1.3427,1.3427,1.3427,1.3427,1.3427,1.3427,2.4028001,2.5499001,98.5774,99.331398,99.331398,99.377098,99.724197,99.734596,99.734596,99.746399,99.799202,99.799202,99.799202,99.859901,99.859901,99.859901,99.859901,99.975197,100,100,100,100
5,d_41,1.4065,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.6849999,1.7690001,1.7690001,1.7977999,1.7977999,1.7977999,1.8056,1.8056,1.8056,1.8056,1.8056,1.8056,1.8056,1.8056,2.9372001,3.1091001,98.372498,99.239098,99.239098,99.291702,99.660004,99.660004,99.660004,99.664497,99.7285,99.7285,99.7285,99.789101,99.789101,99.789101,99.789101,99.936699,99.995399,99.995399,99.995399,100
6,d_41,1.267,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4513,1.4898,1.4898,1.4943,1.4943,1.4943,1.4943,1.4943,1.4943,1.4943,1.4943,1.4943,1.4943,1.4943,2.5529001,2.7035999,98.622597,99.324699,99.330399,99.412697,99.738503,99.738503,99.745201,99.745201,99.7938,99.805801,99.805801,99.848701,99.848701,99.848701,99.848701,99.968498,100,100,100,100
0,d_42,5.5556998,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.5721002,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,5.6111999,6.1915998,8.0474005,11.7545,94.315804,96.448601,97.233299,99.066002,99.1008,99.1008,99.141502,99.390198,99.390198,99.390198,99.703201,99.703201,99.703201,99.703201,99.944901,100,100,100,100
1,d_42,4.9397998,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,4.9959002,5.0268002,5.0268002,5.0503001,5.0503001,5.0503001,5.0503001,5.0503001,5.0503001,5.0503001,5.0503001,5.0503001,5.0503001,5.0503001,5.5855999,7.5454998,11.5773,94.988503,96.894402,97.754303,99.2855,99.2855,99.2855,99.2855,99.473801,99.473801,99.473801,99.690903,99.690903,99.690903,99.690903,99.9048,100,100,100,100
2,d_42,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,4.7652998,5.3783998,7.3692999,11.4363,95.190399,97.047096,97.877998,99.368401,99.368401,99.368401,99.368401,99.561096,99.561096,99.561096,99.749901,99.749901,99.749901,99.749901,99.953796,100,100,100,100
3,d_42,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.2839999,5.3060002,5.3060002,5.3060002,5.3060002,5.3060002,5.3060002,5.3060002,5.3060002,5.3060002,5.3060002,5.3060002,6.0146999,8.1837997,11.919,95.002998,97.028503,97.892303,99.434799,99.434799,99.434799,99.459801,99.616997,99.616997,99.616997,99.817596,99.817596,99.817596,99.817596,99.976997,100,100,100,100
4,d_42,5.7701998,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.7888999,5.8097,5.8097,5.8473001,5.8473001,5.8473001,5.8473001,5.8473001,5.8473001,5.8473001,5.8473001,5.8473001,5.8473001,5.8473001,6.4790001,8.5777998,12.5929,93.756104,96.202599,97.078598,98.910698,99.008797,99.008797,99.114304,99.364502,99.364502,99.364502,99.672501,99.672501,99.672501,99.672501,99.954201,100,100,100,100
5,d_42,7.2596998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.3558998,7.4277,7.4277,7.4949999,7.4949999,7.4949999,7.4949999,7.4949999,7.4949999,7.4949999,7.4949999,7.4949999,7.4949999,7.4949999,8.1274996,10.4292,14.6312,94.068398,96.057404,96.8274,98.922897,98.941101,98.941101,98.986603,99.2659,99.2659,99.2659,99.5355,99.5355,99.5355,99.5355,99.867203,100,100,100,100
6,d_42,5.3827,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4447999,5.4944,5.4944,5.5131001,5.5131001,5.5131001,5.5131001,5.5131001,5.5131001,5.5131001,5.5131001,5.5131001,5.5131001,5.5131001,6.0282001,7.9204001,11.7001,94.681702,96.901901,97.755302,99.312698,99.312698,99.312698,99.312698,99.518097,99.518097,99.518097,99.752602,99.752602,99.752602,99.752602,99.976303,100,100,100,100
0,d_43,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,1.4804,2.6215,2.6215,4.1072998,85.549797,85.549797,85.804703,85.804703,85.804703,85.804703,85.804703,85.804703,85.804703,85.804703,85.804703,85.804703,86.906502,88.810402,100,100,100,100
