,time,myId,metric_died_count,metric_new_hospitalized,metric_new_critical,metric_new_cases_asympt,metric_new_cases_sympt,metric_new_deaths,districtId,seed
0,0,d_38,0,0,0,0,0,0,38,348110m
1,0,d_39,0,0,0,0,0,0,39,348110m
2,0,d_47,0,0,0,0,0,0,47,348110m
3,0,d_48,0,0,0,1,1,0,48,348110m
4,0,d_45,0,0,0,0,0,0,45,348110m
5,0,d_46,0,0,0,0,0,0,46,348110m
6,0,d_43,0,0,0,0,0,0,43,348110m
7,0,d_44,0,0,0,0,0,0,44,348110m
8,0,d_2,0,0,0,3,5,0,2,348110m
9,0,d_41,0,0,0,0,0,0,41,348110m
10,0,d_1,0,0,0,1,1,0,1,348110m
11,0,d_42,0,0,0,0,0,0,42,348110m
12,0,d_4,0,0,0,0,0,0,4,348110m
13,0,d_3,0,0,0,0,0,0,3,348110m
14,0,d_40,0,0,0,0,0,0,40,348110m
15,0,d_6,0,0,0,0,0,0,6,348110m
16,0,d_5,0,0,0,0,0,0,5,348110m
17,0,d_8,0,0,0,0,0,0,8,348110m
18,0,d_7,0,0,0,0,0,0,7,348110m
19,0,d_9,0,0,0,0,0,0,9,348110m
20,0,d_29,0,0,0,0,0,0,29,348110m
21,0,d_27,0,0,0,0,0,0,27,348110m
22,0,d_28,0,0,0,0,0,0,28,348110m
23,0,d_36,0,0,0,0,0,0,36,348110m
24,0,d_37,0,0,0,0,0,0,37,348110m
25,0,d_34,0,0,0,0,0,0,34,348110m
26,0,d_35,0,0,0,0,0,0,35,348110m
27,0,d_32,0,0,0,0,0,0,32,348110m
28,0,d_33,0,0,0,0,0,0,33,348110m
29,0,d_30,0,0,0,0,0,0,30,348110m
30,0,d_31,0,0,0,0,0,0,31,348110m
31,0,d_18,0,0,0,1,7,0,18,348110m
32,0,d_19,0,0,0,0,0,0,19,348110m
33,0,d_16,0,0,0,0,0,0,16,348110m
34,0,d_17,0,0,0,0,0,0,17,348110m
35,0,d_25,0,0,0,0,0,0,25,348110m
36,0,d_26,0,0,0,0,0,0,26,348110m
37,0,d_23,0,0,0,0,0,0,23,348110m
38,0,d_24,0,0,0,0,0,0,24,348110m
39,0,d_21,0,0,0,0,0,0,21,348110m
40,0,d_22,0,0,0,0,0,0,22,348110m
41,0,d_20,0,0,0,0,0,0,20,348110m
42,0,d_60,0,0,0,0,0,0,60,348110m
43,0,d_49,0,0,0,0,0,0,49,348110m
44,0,d_14,0,0,0,0,0,0,14,348110m
45,0,d_58,0,0,0,0,0,0,58,348110m
46,0,d_15,0,0,0,0,0,0,15,348110m
47,0,d_59,0,0,0,0,0,0,59,348110m
48,0,d_12,0,0,0,0,0,0,12,348110m
49,0,d_56,0,0,0,0,0,0,56,348110m
50,0,d_13,0,0,0,0,0,0,13,348110m
51,0,d_57,0,0,0,0,0,0,57,348110m
52,0,d_10,0,0,0,0,0,0,10,348110m
53,0,d_54,0,0,0,0,0,0,54,348110m
54,0,d_11,0,0,0,0,0,0,11,348110m
55,0,d_55,0,0,0,0,0,0,55,348110m
56,0,d_52,0,0,0,0,0,0,52,348110m
57,0,d_53,0,0,0,0,0,0,53,348110m
58,0,d_50,0,0,0,0,0,0,50,348110m
59,0,d_51,0,0,0,0,0,0,51,348110m
60,1,d_38,0,0,0,0,0,0,38,348110m
61,1,d_39,0,0,0,0,0,0,39,348110m
62,1,d_47,0,0,0,0,0,0,47,348110m
63,1,d_48,0,0,0,0,0,0,48,348110m
64,1,d_45,0,0,0,0,0,0,45,348110m
65,1,d_46,0,0,0,0,0,0,46,348110m
66,1,d_43,0,0,0,0,0,0,43,348110m
67,1,d_44,0,0,0,0,0,0,44,348110m
68,1,d_2,0,0,0,0,0,0,2,348110m
69,1,d_41,0,0,0,0,0,0,41,348110m
70,1,d_1,0,0,0,0,0,0,1,348110m
71,1,d_42,0,0,0,0,0,0,42,348110m
72,1,d_4,0,0,0,0,0,0,4,348110m
73,1,d_3,0,0,0,0,0,0,3,348110m
74,1,d_40,0,0,0,0,0,0,40,348110m
75,1,d_6,0,0,0,0,0,0,6,348110m
76,1,d_5,0,0,0,0,0,0,5,348110m
77,1,d_8,0,0,0,0,0,0,8,348110m
78,1,d_7,0,0,0,0,0,0,7,348110m
79,1,d_9,0,0,0,0,0,0,9,348110m
80,1,d_29,0,0,0,0,0,0,29,348110m
81,1,d_27,0,0,0,0,0,0,27,348110m
82,1,d_28,0,0,0,0,0,0,28,348110m
83,1,d_36,0,0,0,0,0,0,36,348110m
84,1,d_37,0,0,0,0,0,0,37,348110m
85,1,d_34,0,0,0,0,0,0,34,348110m
86,1,d_35,0,0,0,0,0,0,35,348110m
87,1,d_32,0,0,0,0,0,0,32,348110m
88,1,d_33,0,0,0,0,0,0,33,348110m
89,1,d_30,0,0,0,0,0,0,30,348110m
90,1,d_31,0,0,0,0,0,0,31,348110m
91,1,d_18,0,0,0,0,0,0,18,348110m
92,1,d_19,0,0,0,0,0,0,19,348110m
93,1,d_16,0,0,0,0,0,0,16,348110m
94,1,d_17,0,0,0,0,0,0,17,348110m
95,1,d_25,0,0,0,0,0,0,25,348110m
96,1,d_26,0,0,0,0,0,0,26,348110m
97,1,d_23,0,0,0,0,0,0,23,348110m
98,1,d_24,0,0,0,0,0,0,24,348110m
99,1,d_21,0,0,0,0,0,0,21,348110m
100,1,d_22,0,0,0,0,0,0,22,348110m
101,1,d_20,0,0,0,0,0,0,20,348110m
102,1,d_60,0,0,0,0,0,0,60,348110m
103,1,d_49,0,0,0,0,0,0,49,348110m
104,1,d_14,0,0,0,0,0,0,14,348110m
105,1,d_58,0,0,0,0,0,0,58,348110m
106,1,d_15,0,0,0,0,0,0,15,348110m
107,1,d_59,0,0,0,0,0,0,59,348110m
108,1,d_12,0,0,0,0,0,0,12,348110m
109,1,d_56,0,0,0,0,0,0,56,348110m
110,1,d_13,0,0,0,0,0,0,13,348110m
111,1,d_57,0,0,0,0,0,0,57,348110m
112,1,d_10,0,0,0,0,0,0,10,348110m
113,1,d_54,0,0,0,0,0,0,54,348110m
114,1,d_11,0,0,0,0,0,0,11,348110m
115,1,d_55,0,0,0,0,0,0,55,348110m
116,1,d_52,0,0,0,0,0,0,52,348110m
117,1,d_53,0,0,0,0,0,0,53,348110m
118,1,d_50,0,0,0,0,0,0,50,348110m
119,1,d_51,0,0,0,0,0,0,51,348110m
120,2,d_38,0,0,0,0,0,0,38,348110m
121,2,d_39,0,0,0,0,0,0,39,348110m
122,2,d_47,0,0,0,0,0,0,47,348110m
123,2,d_48,0,0,0,0,0,0,48,348110m
124,2,d_45,0,0,0,0,0,0,45,348110m
125,2,d_46,0,0,0,0,0,0,46,348110m
126,2,d_43,0,0,0,0,0,0,43,348110m
127,2,d_44,0,0,0,0,0,0,44,348110m
128,2,d_2,0,0,0,0,0,0,2,348110m
129,2,d_41,0,0,0,0,0,0,41,348110m
130,2,d_1,0,0,0,0,0,0,1,348110m
131,2,d_42,0,0,0,0,0,0,42,348110m
132,2,d_4,0,0,0,0,0,0,4,348110m
133,2,d_3,0,0,0,0,0,0,3,348110m
134,2,d_40,0,0,0,0,0,0,40,348110m
135,2,d_6,0,0,0,0,0,0,6,348110m
136,2,d_5,0,0,0,0,0,0,5,348110m
137,2,d_8,0,0,0,0,0,0,8,348110m
138,2,d_7,0,0,0,0,0,0,7,348110m
139,2,d_9,0,0,0,0,0,0,9,348110m
140,2,d_29,0,0,0,0,0,0,29,348110m
141,2,d_27,0,0,0,0,0,0,27,348110m
142,2,d_28,0,0,0,0,0,0,28,348110m
143,2,d_36,0,0,0,0,0,0,36,348110m
144,2,d_37,0,0,0,0,0,0,37,348110m
145,2,d_34,0,0,0,0,0,0,34,348110m
146,2,d_35,0,0,0,0,0,0,35,348110m
147,2,d_32,0,0,0,0,0,0,32,348110m
148,2,d_33,0,0,0,0,0,0,33,348110m
149,2,d_30,0,0,0,0,0,0,30,348110m
150,2,d_31,0,0,0,0,0,0,31,348110m
151,2,d_18,0,0,0,0,0,0,18,348110m
152,2,d_19,0,0,0,0,0,0,19,348110m
153,2,d_16,0,0,0,0,0,0,16,348110m
154,2,d_17,0,0,0,0,0,0,17,348110m
155,2,d_25,0,0,0,0,0,0,25,348110m
156,2,d_26,0,0,0,0,0,0,26,348110m
157,2,d_23,0,0,0,0,0,0,23,348110m
158,2,d_24,0,0,0,0,0,0,24,348110m
159,2,d_21,0,0,0,0,0,0,21,348110m
160,2,d_22,0,0,0,0,0,0,22,348110m
161,2,d_20,0,0,0,0,0,0,20,348110m
162,2,d_60,0,0,0,0,0,0,60,348110m
163,2,d_49,0,0,0,0,0,0,49,348110m
